joint_0_vel,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_7_vel,joint_8_vel,joint_9_vel,joint_10_vel,joint_11_vel,joint_12_vel,joint_13_vel,joint_14_vel,joint_15_vel,joint_16_vel,joint_17_vel,joint_18_vel,joint_19_vel,joint_20_vel,joint_21_vel,joint_22_vel,joint_23_vel,joint_24_vel,joint_25_vel,joint_26_vel,joint_27_vel,joint_28_vel
0.008379,0.009324,-0.018658,0.043564,0.021796,0.032014,0.031115,-0.027843,0.014964,-0.030559,0.027087,-0.018566,0.038497,0.045912,-0.020705,0.000000,0.006677,0.007482,0.000000,0.005987,-0.013813,0.025578,-0.026207,-0.040337,-0.001485,0.002498,-0.015386,-0.021203,-0.036744
0.006924,-0.030713,-0.001833,0.014328,-0.027557,0.002353,0.025864,-0.036334,0.028905,0.006475,0.025247,0.007422,0.001697,-0.004443,-0.004468,0.000000,0.022259,0.009404,0.000000,-0.001978,-0.015952,0.040069,0.001827,0.000684,-0.030546,0.002249,-0.001155,-0.001794,-0.012598
0.002311,-0.027666,-0.005091,0.012819,-0.014446,0.014318,0.029413,-0.031354,0.022689,-0.008924,0.020175,0.000514,0.008930,0.008212,-0.011265,0.000000,0.026825,0.003692,0.000000,-0.003849,-0.015592,0.029439,-0.010288,0.003294,-0.012386,0.003221,-0.006984,0.017590,-0.023122
-0.006913,-0.021573,-0.011608,0.009799,0.011777,0.038248,0.036512,-0.021392,0.010255,-0.039722,0.010031,-0.013301,0.023394,0.033522,-0.024860,0.000000,0.035958,-0.007732,0.000000,-0.007592,-0.014874,0.008179,-0.034518,0.008516,0.023935,0.005165,-0.018641,0.056358,-0.044172
-0.014001,-0.009965,-0.004689,0.027611,0.014558,0.031517,0.036163,-0.009901,0.026439,-0.016620,0.024165,0.002699,0.024077,0.019201,-0.027430,0.000000,0.031349,0.010135,0.000000,-0.018665,-0.002735,0.003456,-0.019486,0.035337,0.000860,0.011183,-0.010872,0.047372,-0.044988
-0.017545,-0.004161,-0.001230,0.036517,0.015948,0.028152,0.035989,-0.004155,0.034531,-0.005069,0.031232,0.010699,0.024418,0.012040,-0.028715,0.000000,0.029045,0.019068,0.000000,-0.024201,0.003334,0.001094,-0.011970,0.048748,-0.010677,0.014192,-0.006988,0.042878,-0.045397
-0.028723,-0.010061,-0.006038,0.000064,0.005282,0.017993,-0.004082,-0.019235,0.015713,-0.022089,-0.009038,-0.008534,0.021787,0.047522,0.025090,0.000000,0.047949,-0.034393,0.000000,0.013472,0.033343,0.005218,0.036553,-0.020457,-0.024456,-0.005426,0.010211,-0.019020,0.009931
-0.028426,-0.007175,-0.010229,0.006312,0.004159,0.023669,-0.001850,-0.008116,0.026040,-0.007921,0.002566,-0.002719,0.017364,0.037972,0.028341,0.000000,0.046149,-0.013410,0.000000,0.012693,0.038110,-0.002371,0.015967,-0.014253,-0.025802,-0.001119,0.010098,-0.015662,0.022942
-0.027832,-0.001401,-0.018612,0.018806,0.001912,0.035020,0.002614,0.014123,0.046694,0.020413,0.025774,0.008910,0.008520,0.018872,0.034843,0.000000,0.042551,0.028555,0.000000,0.011137,0.047644,-0.017549,-0.025206,-0.001847,-0.028494,0.007496,0.009874,-0.008947,0.048964
-0.035642,0.016429,0.001893,0.017496,0.018100,0.029689,0.017643,-0.020569,0.013109,-0.002228,0.006751,0.000370,0.007825,0.025281,-0.002246,0.000000,0.013433,0.007369,0.000000,0.005460,0.047879,-0.029453,-0.003514,-0.000959,-0.020214,0.003275,0.021517,0.013527,0.023375
-0.039546,0.025343,0.012146,0.016841,0.026194,0.027023,0.025157,-0.037915,-0.003683,-0.013549,-0.002761,-0.003901,0.007477,0.028486,-0.020791,0.000000,-0.001127,-0.003224,0.000000,0.002621,0.047997,-0.035405,0.007331,-0.000515,-0.016074,0.001165,0.027338,0.024764,0.010581
-0.037159,0.011454,-0.015788,0.009193,0.014781,-0.001326,-0.027123,0.008364,0.044657,0.056993,0.035355,0.033889,-0.043460,-0.025042,-0.021288,0.000000,0.032492,0.033591,0.000000,0.043137,0.074413,-0.002010,0.043910,-0.010412,-0.031186,0.026907,0.044066,0.014450,0.088390
-0.029806,0.024273,-0.004674,-0.001494,0.015290,0.001758,-0.021220,0.005690,0.014368,0.026702,0.007259,0.026220,-0.031410,-0.002888,0.001763,0.000000,0.037432,0.014097,0.000000,0.028722,0.068733,-0.014497,0.053599,-0.025805,-0.039735,0.005457,0.034124,0.018078,0.060811
-0.015101,0.049909,0.017552,-0.022869,0.016308,0.007927,-0.009412,0.000342,-0.046209,-0.033882,-0.048935,0.010883,-0.007309,0.041421,0.047866,0.000000,0.047312,-0.024889,0.000000,-0.000107,0.057374,-0.039471,0.072978,-0.056591,-0.056834,-0.037443,0.014239,0.025333,0.005652
-0.010616,0.028520,0.004011,0.011451,0.025854,0.015059,0.005756,-0.007106,-0.031332,-0.019141,-0.019809,0.006431,0.001365,0.070740,0.023302,0.000000,0.019935,-0.017315,0.000000,0.001774,0.051382,-0.022382,0.044076,-0.016459,-0.023389,-0.014535,0.019296,0.021904,0.031638
-0.008374,0.017825,-0.002759,0.028610,0.030627,0.018624,0.013340,-0.010830,-0.023894,-0.011771,-0.005247,0.004205,0.005702,0.085400,0.011020,0.000000,0.006246,-0.013529,0.000000,0.002714,0.048386,-0.013837,0.029626,0.003607,-0.006667,-0.003081,0.021824,0.020189,0.044632
-0.027426,0.021564,-0.019214,0.017513,0.003233,0.013121,-0.018487,0.007083,0.005183,0.053633,0.008570,0.013728,0.003750,0.007761,-0.037765,0.000000,0.006169,-0.009058,0.000000,0.003988,0.035550,-0.022688,0.024090,-0.005124,0.000621,-0.008363,0.014640,0.015500,0.051607
-0.046498,0.010474,-0.018062,0.030336,-0.006454,0.007336,0.003878,-0.003197,0.007731,0.091220,0.013389,0.017899,-0.007816,-0.006654,-0.025577,0.000000,0.005032,0.011096,0.000000,0.002877,0.029798,-0.021137,0.017427,0.005104,0.000175,-0.001855,0.011720,0.031824,0.043172
-0.084642,-0.011705,-0.015758,0.055983,-0.025828,-0.004234,0.048609,-0.023757,0.012828,0.166394,0.023028,0.026239,-0.030949,-0.035484,-0.001201,0.000000,0.002757,0.051403,0.000000,0.000654,0.018295,-0.018035,0.004102,0.025560,-0.000718,0.011162,0.005879,0.064471,0.026302
-0.063146,0.006389,-0.002389,0.036628,-0.012290,0.001520,-0.010449,0.002262,-0.005153,0.170645,0.005573,0.011439,-0.015286,-0.059378,0.017995,0.000000,-0.007814,0.041687,0.000000,-0.010425,0.011915,-0.026029,0.003392,0.019927,0.016942,-0.003305,-0.002173,0.074161,0.011827
-0.052398,0.015437,0.004296,0.026951,-0.005522,0.004397,-0.039978,0.015272,-0.014144,0.172770,-0.003154,0.004039,-0.007454,-0.071325,0.027594,0.000000,-0.013100,0.036829,0.000000,-0.015965,0.008725,-0.030026,0.003036,0.017110,0.025772,-0.010539,-0.006200,0.079005,0.004590
-0.057136,0.014513,-0.019090,0.039976,-0.007351,-0.010999,-0.009873,0.012386,0.016560,0.105066,0.022733,0.015657,0.006289,-0.001827,-0.050875,0.000000,0.016124,-0.011185,0.000000,-0.002772,0.019217,-0.010185,-0.004510,0.011929,-0.021580,0.009930,0.010804,0.013489,0.030919
-0.043548,0.013064,-0.013634,0.030620,-0.013683,-0.014911,-0.013968,0.014834,0.014477,0.112370,0.015272,0.022462,0.000240,-0.016150,-0.031667,0.000000,0.020802,-0.007922,0.000000,-0.009617,0.011090,-0.014333,-0.002619,0.014526,-0.011977,0.001005,0.008571,-0.003441,0.027733
-0.016372,0.010167,-0.002721,0.011909,-0.026346,-0.022736,-0.022157,0.019731,0.010312,0.126978,0.000350,0.036071,-0.011858,-0.044797,0.006749,0.000000,0.030159,-0.001396,0.000000,-0.023307,-0.005165,-0.022627,0.001162,0.019721,0.007230,-0.016847,0.004103,-0.037300,0.021360
-0.050249,0.019328,0.003655,0.002520,-0.016675,-0.007586,-0.054667,0.023659,-0.008287,0.107006,-0.007718,0.010510,0.024815,-0.054910,-0.020320,0.000000,0.016100,-0.003964,0.000000,-0.026008,-0.013812,-0.016183,0.033842,-0.022329,0.014381,-0.013566,0.013103,-0.017906,-0.006667
-0.067188,0.023909,0.006843,-0.002174,-0.011839,-0.000012,-0.070922,0.025623,-0.017586,0.097021,-0.011752,-0.002271,0.043151,-0.059967,-0.033855,0.000000,0.009071,-0.005248,0.000000,-0.027359,-0.018135,-0.012960,0.050182,-0.043354,0.017956,-0.011925,0.017603,-0.008209,-0.020680
-0.036383,0.009434,-0.005229,0.015934,-0.044834,-0.029952,-0.054089,0.047862,0.059420,0.169929,0.029462,0.057998,-0.036457,-0.086619,-0.018172,0.000000,0.002385,0.031340,0.000000,-0.003351,0.007451,-0.020024,-0.008454,0.029687,-0.014537,-0.007250,0.002014,-0.026709,0.021145
-0.028385,0.018444,-0.001720,0.006695,-0.015969,-0.031922,-0.042883,0.036453,0.027941,0.109242,-0.002939,0.044686,-0.027081,-0.050444,-0.012384,0.000000,0.009125,0.012339,0.000000,-0.001414,0.000206,-0.013161,0.008301,0.026353,-0.009409,-0.003770,0.009394,-0.014949,0.015089
-0.012388,0.036466,0.005298,-0.011782,0.041760,-0.035862,-0.020471,0.013635,-0.035018,-0.012133,-0.067741,0.018062,-0.008330,0.021904,-0.000809,0.000000,0.022606,-0.025664,0.000000,0.002460,-0.014283,0.000565,0.041810,0.019686,0.000848,0.003190,0.024155,0.008571,0.002976
0.012263,0.039145,0.007768,-0.019531,0.024061,-0.026517,-0.029380,0.016019,-0.012853,-0.025794,-0.051154,0.037003,-0.016077,0.013659,0.001162,0.000000,0.022966,-0.032727,0.000000,-0.006328,-0.004406,-0.000632,0.023705,0.053466,-0.014070,-0.001417,0.009921,0.002850,-0.008967
0.024589,0.040484,0.009003,-0.023405,0.015212,-0.021845,-0.033834,0.017211,-0.001771,-0.032625,-0.042860,0.046473,-0.019950,0.009536,0.002148,0.000000,0.023146,-0.036259,0.000000,-0.010722,0.000532,-0.001230,0.014652,0.070357,-0.021528,-0.003721,0.002804,-0.000011,-0.014939
0.021797,0.023645,-0.030640,0.030604,-0.001547,-0.023962,0.029095,0.019067,0.023472,-0.007301,0.015184,0.045806,-0.025209,0.032601,-0.023881,0.000000,0.029082,0.019102,0.000000,0.019552,0.002350,0.003090,-0.015357,0.037546,0.005405,0.012422,-0.003662,0.007393,-0.018715
0.017224,0.014377,-0.020254,0.023912,-0.001479,-0.021742,0.013494,0.027661,0.017074,-0.006111,0.018905,0.044315,-0.022486,0.026546,-0.011713,0.000000,0.024957,0.017314,0.000000,0.012429,0.000500,0.006983,-0.008881,0.026577,0.002601,0.008679,0.000415,-0.006425,-0.010320
0.008077,-0.004159,0.000518,0.010527,-0.001343,-0.017302,-0.017707,0.044848,0.004279,-0.003730,0.026346,0.041335,-0.017040,0.014434,0.012621,0.000000,0.016707,0.013738,0.000000,-0.001817,-0.003199,0.014770,0.004070,0.004639,-0.003007,0.001195,0.008569,-0.034061,0.006471
0.007249,0.012396,-0.019391,-0.008370,0.010015,-0.005513,-0.009810,-0.016937,0.013992,-0.066422,-0.001999,0.037500,-0.027920,0.060846,0.054035,0.000000,0.016558,-0.025696,0.000000,0.016365,-0.002899,0.008962,0.012877,0.003212,0.026767,0.025652,0.027248,-0.004333,-0.019182
0.006834,0.020673,-0.029345,-0.017819,0.015694,0.000382,-0.005862,-0.047829,0.018849,-0.097768,-0.016171,0.035583,-0.033360,0.084052,0.074742,0.000000,0.016483,-0.045413,0.000000,0.025456,-0.002748,0.006058,0.017281,0.002498,0.041654,0.037880,0.036587,0.010530,-0.032009
0.022039,-0.004357,-0.028473,0.001402,0.003633,-0.012494,0.020007,-0.002949,0.042754,-0.067302,0.035928,0.032463,-0.019496,0.083394,0.047771,0.000000,0.020526,-0.015497,0.000000,0.027913,-0.003316,0.028238,0.008215,0.026211,0.033533,0.033012,0.021937,-0.068585,-0.029070
0.022992,0.002346,-0.025728,0.002664,0.007150,-0.010030,0.025840,-0.001983,0.028221,-0.066980,0.025988,0.031112,-0.016679,0.070563,0.027923,0.000000,0.033803,-0.013841,0.000000,0.022924,-0.006553,0.024529,0.013047,0.026469,0.036674,0.026273,0.015967,-0.033345,-0.025321
0.024898,0.015752,-0.020239,0.005189,0.014184,-0.005102,0.037505,-0.000053,-0.000847,-0.066335,0.006108,0.028409,-0.011044,0.044900,-0.011773,0.000000,0.060357,-0.010530,0.000000,0.012946,-0.013027,0.017109,0.022713,0.026987,0.042956,0.012795,0.004027,0.037133,-0.017824
0.008141,0.017471,-0.012173,0.006921,0.016282,-0.008379,0.000579,0.018567,-0.003319,-0.055651,-0.011127,0.034433,-0.003667,0.042295,0.017636,0.000000,0.050157,-0.005027,0.000000,0.007558,-0.004497,0.010834,0.034198,-0.011955,0.025036,-0.000907,0.000858,0.029681,-0.006873
-0.000238,0.018330,-0.008140,0.007787,0.017331,-0.010018,-0.017884,0.027876,-0.004555,-0.050309,-0.019744,0.037445,0.000021,0.040992,0.032341,0.000000,0.045058,-0.002275,0.000000,0.004864,-0.000233,0.007696,0.039940,-0.031425,0.016076,-0.007758,-0.000726,0.025955,-0.001397
0.081078,0.054599,-0.040090,-0.006503,0.051125,-0.008739,0.014850,0.005105,0.000979,-0.144673,-0.010510,0.034184,0.019003,0.131212,0.020084,0.000000,0.019646,-0.052239,0.000000,-0.002128,-0.032689,0.044714,0.056376,0.078936,0.005323,0.010376,0.013291,0.030151,0.006569
0.061432,0.043100,-0.037332,-0.000792,0.039881,-0.003519,0.021040,-0.005906,-0.001292,-0.113937,-0.009259,0.026304,0.022665,0.112368,0.019334,0.000000,0.014966,-0.039223,0.000000,0.000334,-0.031597,0.038353,0.046883,0.061555,0.011608,0.009444,0.008858,0.032741,-0.008196
0.022139,0.020100,-0.031816,0.010630,0.017395,0.006919,0.033419,-0.027927,-0.005834,-0.052464,-0.006755,0.010546,0.029991,0.074680,0.017836,0.000000,0.005604,-0.013191,0.000000,0.005257,-0.029414,0.025631,0.027895,0.026793,0.024178,0.007582,-0.000008,0.037921,-0.037727
0.021290,0.035428,-0.034284,0.013211,0.019320,0.009507,0.020161,-0.029729,-0.027728,-0.078874,-0.018919,-0.004773,0.071598,0.063389,0.039728,0.000000,0.013435,-0.032479,0.000000,-0.009322,-0.049588,0.025729,0.022264,-0.004590,0.021237,0.003355,0.005134,-0.010131,-0.004838
0.020866,0.043092,-0.035517,0.014502,0.020283,0.010800,0.013532,-0.030630,-0.038675,-0.092078,-0.025000,-0.012433,0.092402,0.057744,0.050674,0.000000,0.017350,-0.042123,0.000000,-0.016612,-0.059674,0.025778,0.019448,-0.020282,0.019767,0.001241,0.007705,-0.034157,0.011606
0.002879,0.020258,-0.030806,0.027491,-0.010371,0.037559,0.017303,-0.056937,-0.017151,-0.040777,0.010627,-0.023376,0.093746,0.036362,0.020165,0.000000,-0.020989,-0.001907,0.000000,-0.023346,-0.078262,0.022734,0.015843,-0.052224,0.049787,0.017586,0.009824,-0.032394,-0.002191
0.003935,0.024884,-0.026769,0.017316,-0.005978,0.026911,0.014759,-0.053507,-0.011791,-0.037320,0.004777,-0.018565,0.088083,0.040296,0.024472,0.000000,-0.028085,-0.010710,0.000000,-0.021300,-0.073645,0.016515,0.013202,-0.025107,0.026931,0.020709,0.019239,-0.026830,0.008350
0.006047,0.034137,-0.018696,-0.003034,0.002809,0.005615,0.009670,-0.046646,-0.001072,-0.030407,-0.006922,-0.008943,0.076755,0.048163,0.033087,0.000000,-0.042277,-0.028317,0.000000,-0.017209,-0.064411,0.004077,0.007921,0.029127,-0.018782,0.026955,0.038068,-0.015701,0.029432
0.008627,0.029738,-0.025975,0.028408,0.006567,0.030018,0.050551,-0.039813,-0.014058,-0.021456,0.007508,-0.023662,0.086274,0.038929,0.021544,0.000000,-0.047403,0.018180,0.000000,-0.021958,-0.074483,0.017481,0.004908,0.029619,0.002194,0.034982,0.030759,0.012117,0.001246
0.009917,0.027539,-0.029614,0.044129,0.008445,0.042220,0.070991,-0.036397,-0.020551,-0.016980,0.014723,-0.031022,0.091034,0.034312,0.015773,0.000000,-0.049966,0.041428,0.000000,-0.024333,-0.079519,0.024183,0.003401,0.029865,0.012681,0.038996,0.027105,0.026026,-0.012847
0.016528,0.041929,-0.028518,-0.012850,0.008095,0.005575,0.009707,-0.039430,-0.026217,-0.075433,-0.019312,-0.030892,0.112801,0.080009,0.000379,0.000000,0.028853,-0.049243,0.000000,-0.017560,-0.071934,0.008415,-0.011469,-0.023569,0.037709,-0.002519,0.005769,-0.031244,0.024121
-0.004159,0.032084,-0.024199,0.006315,0.007392,0.008030,0.008189,-0.027775,-0.024774,-0.057552,-0.017340,-0.035369,0.099801,0.075546,0.001019,0.000000,0.002056,-0.031424,0.000000,-0.007784,-0.062647,0.007132,-0.021209,-0.038229,0.037031,0.004289,0.008851,-0.031169,0.017235
-0.045533,0.012395,-0.015561,0.044644,0.005987,0.012938,0.005154,-0.004466,-0.021887,-0.021792,-0.013397,-0.044322,0.073801,0.066619,0.002299,0.000000,-0.051538,0.004215,0.000000,0.011766,-0.044071,0.004567,-0.040687,-0.067548,0.035674,0.017906,0.015013,-0.031019,0.003462
-0.003855,0.027933,-0.035208,0.045444,0.037107,0.002523,0.032409,0.004164,0.001818,-0.019673,0.008636,-0.023604,0.065985,0.050808,-0.011806,0.000000,-0.002577,-0.001665,0.000000,0.020146,-0.039201,0.020770,-0.018791,-0.035335,0.024309,0.011936,0.016874,-0.008545,0.017343
0.016984,0.035702,-0.045032,0.045844,0.052668,-0.002684,0.046037,0.008479,0.013670,-0.018613,0.019652,-0.013246,0.062077,0.042903,-0.018859,0.000000,0.021903,-0.004604,0.000000,0.024337,-0.036766,0.028871,-0.007843,-0.019229,0.018627,0.008951,0.017804,0.002692,0.024284
-0.000849,0.041594,-0.032612,0.026422,0.016322,-0.018691,-0.002485,0.007788,0.002464,-0.020397,-0.021918,-0.001709,0.039139,0.046952,-0.035066,0.000000,0.007659,-0.014431,0.000000,0.026411,-0.030482,0.019798,-0.008072,-0.015597,0.047657,-0.003759,-0.002671,0.017763,0.012864
-0.004632,0.016075,-0.027151,0.019190,0.005843,-0.018663,0.002473,0.017346,-0.009823,0.002534,-0.009918,-0.000395,0.027731,0.037838,0.005321,0.000000,0.007794,-0.004913,0.000000,0.022039,-0.029476,0.025092,-0.011624,-0.000246,0.045687,0.005123,0.001521,0.000325,0.011025
-0.012197,-0.034963,-0.016230,0.004728,-0.015115,-0.018607,0.012389,0.036462,-0.034397,0.048396,0.014082,0.002231,0.004915,0.019611,0.086096,0.000000,0.008065,0.014123,0.000000,0.013297,-0.027463,0.035681,-0.018729,0.030456,0.041747,0.022889,0.009905,-0.034552,0.007347
-0.001892,0.000009,-0.031809,0.019059,0.024850,-0.008155,0.022106,0.014269,-0.023038,-0.039188,-0.017857,0.001988,0.040062,0.062052,0.024110,0.000000,0.021241,-0.009107,0.000000,0.010085,-0.024165,0.033802,0.000962,0.000191,0.048086,0.012140,0.009633,-0.017971,0.012766
0.003260,0.017494,-0.039598,0.026225,0.044832,-0.002928,0.026964,0.003172,-0.017358,-0.082980,-0.033827,0.001866,0.057636,0.083272,-0.006883,0.000000,0.027829,-0.020721,0.000000,0.008479,-0.022516,0.032862,0.010808,-0.014941,0.051256,0.006766,0.009497,-0.009680,0.015475
0.017463,0.031802,-0.043963,0.041682,0.032065,-0.010177,0.025977,-0.003436,0.008590,-0.011122,-0.027477,0.028772,0.024471,0.033545,0.075166,0.000000,0.013618,-0.004868,0.000000,0.017477,-0.013737,0.019655,0.004832,0.015232,0.026163,0.013085,0.014002,-0.019760,-0.002016
0.025164,0.034280,-0.043724,0.035064,0.029413,-0.019799,0.011353,0.014885,0.005259,-0.014041,-0.031015,0.033158,0.016279,0.034541,0.054342,0.000000,0.026339,-0.010880,0.000000,0.020167,-0.013137,0.022984,-0.000134,0.010761,0.025079,0.006665,0.006596,-0.023950,-0.000744
0.040566,0.039236,-0.043245,0.021828,0.024108,-0.039044,-0.017894,0.051528,-0.001405,-0.019879,-0.038090,0.041929,-0.000106,0.036532,0.012693,0.000000,0.051781,-0.022905,0.000000,0.025545,-0.011937,0.029640,-0.010064,0.001818,0.022911,-0.006176,-0.008217,-0.032329,0.001798
0.024629,0.024642,-0.046163,0.048169,0.024935,-0.031230,-0.008717,0.030578,-0.002106,-0.000783,-0.017835,0.044542,0.008145,0.023813,0.015375,0.000000,0.027944,-0.006934,0.000000,0.014414,-0.020799,0.011466,0.012317,0.005426,0.015591,0.003270,0.009745,-0.014755,0.014786
0.016660,0.017345,-0.047622,0.061340,0.025349,-0.027323,-0.004128,0.020103,-0.002457,0.008765,-0.007708,0.045848,0.012270,0.017453,0.016715,0.000000,0.016025,0.001052,0.000000,0.008848,-0.025230,0.002378,0.023507,0.007230,0.011931,0.007992,0.018726,-0.005968,0.021280
0.004910,0.040688,-0.065978,0.032898,0.035959,-0.025018,0.005709,-0.046989,-0.008404,-0.053140,-0.025290,0.036517,0.019214,0.058002,0.039651,0.000000,0.021751,-0.029459,0.000000,0.015875,-0.046501,0.018060,0.017946,0.018046,0.047266,0.010386,0.013214,0.018006,0.011672
0.014105,0.034023,-0.064737,0.032177,0.028393,-0.030869,0.009669,-0.031528,0.001304,-0.037650,-0.018217,0.043280,0.016885,0.050035,0.022623,0.000000,0.028700,-0.021331,0.000000,0.016696,-0.039281,0.012275,0.006047,0.042676,0.045570,0.010208,0.003768,0.022909,0.001358
0.032496,0.020691,-0.062255,0.030735,0.013259,-0.042570,0.017589,-0.000606,0.020719,-0.006670,-0.004072,0.056806,0.012226,0.034102,-0.011435,0.000000,0.042597,-0.005076,0.000000,0.018339,-0.024839,0.000705,-0.017749,0.091936,0.042180,0.009854,-0.015124,0.032716,-0.019269
-0.009052,0.023833,-0.049958,0.018660,-0.001158,-0.053138,-0.027533,-0.002275,0.032674,0.022241,0.016783,0.060493,0.013371,0.002663,0.001062,0.000000,0.058969,-0.005074,0.000000,0.033514,-0.005718,-0.000411,0.004431,0.024565,0.046103,0.015116,0.004800,0.015465,-0.007314
-0.029826,0.025404,-0.043809,0.012622,-0.008367,-0.058421,-0.050093,-0.003109,0.038652,0.036696,0.027211,0.062337,0.013943,-0.013056,0.007311,0.000000,0.067155,-0.005073,0.000000,0.041102,0.003842,-0.000969,0.015521,-0.009120,0.048064,0.017746,0.014761,0.006839,-0.001337
-0.005504,0.025653,-0.046724,0.029284,0.030690,-0.059442,-0.035966,0.016552,0.005871,-0.040673,0.002145,0.050340,0.042656,0.076721,-0.007834,0.000000,0.079166,-0.034627,0.000000,0.032029,-0.017154,0.015063,0.048451,0.005813,0.044409,-0.000156,0.006671,0.020454,-0.013834
-0.002465,0.030787,-0.040924,0.028263,0.036729,-0.050071,-0.025079,0.009744,-0.004967,-0.049682,-0.018588,0.045428,0.053762,0.067272,0.008620,0.000000,0.074119,-0.032176,0.000000,0.026097,-0.015987,0.014004,0.044646,0.004586,0.037260,-0.001593,0.010019,0.008013,-0.006054
0.003612,0.041055,-0.029325,0.026219,0.048807,-0.031327,-0.003306,-0.003873,-0.026643,-0.067699,-0.060055,0.035604,0.075974,0.048374,0.041528,0.000000,0.064024,-0.027274,0.000000,0.014234,-0.013653,0.011884,0.037036,0.002132,0.022961,-0.004466,0.016717,-0.016869,0.009507
0.015165,0.036644,-0.035332,0.013028,0.017938,-0.056096,-0.012188,-0.009336,-0.024295,-0.079006,-0.056629,0.045676,0.061727,0.044143,0.024679,0.000000,0.080501,-0.031261,0.000000,0.027525,-0.014951,0.030352,0.035310,0.004911,0.044406,-0.014185,-0.000454,-0.000486,0.010953
0.020941,0.034439,-0.038336,0.006432,0.002503,-0.068480,-0.016629,-0.012067,-0.023122,-0.084659,-0.054916,0.050712,0.054604,0.042027,0.016254,0.000000,0.088740,-0.033254,0.000000,0.034171,-0.015600,0.039586,0.034447,0.006301,0.055129,-0.019044,-0.009040,0.007706,0.011676
0.004928,-0.010314,-0.042718,0.058116,-0.014223,-0.088590,0.049493,0.013568,0.001128,0.005220,0.012857,0.080011,0.021471,0.007284,0.007366,0.000000,0.114400,0.022948,0.000000,0.044085,-0.005103,0.064087,0.031196,0.027504,0.036341,0.007151,-0.005632,-0.030351,-0.026050
0.019911,-0.007148,-0.029591,0.046316,0.000876,-0.115586,0.025044,0.036645,0.015260,0.011165,0.010302,0.114708,-0.004925,0.005698,0.003382,0.000000,0.154272,0.009187,0.000000,0.039943,0.005612,0.069793,0.056224,0.071779,0.013945,0.010637,-0.000999,-0.022238,-0.021277
0.049877,-0.000816,-0.003336,0.022717,0.031074,-0.169578,-0.023854,0.082801,0.043525,0.023056,0.005191,0.184101,-0.057716,0.002526,-0.004587,0.000000,0.234017,-0.018335,0.000000,0.031661,0.027043,0.081207,0.106280,0.160327,-0.030847,0.017609,0.008269,-0.006010,-0.011731
0.014998,0.000077,-0.004968,0.013022,0.022560,-0.162739,-0.009576,0.048484,-0.013763,-0.044492,-0.025346,0.134913,-0.017102,0.031065,-0.003856,0.000000,0.201859,-0.016530,0.000000,0.056497,0.034657,0.088204,0.055459,0.049812,0.002941,0.018715,0.000853,0.000072,-0.020678
-0.002441,0.000524,-0.005785,0.008175,0.018303,-0.159319,-0.002437,0.031326,-0.042407,-0.078267,-0.040614,0.110319,0.003204,0.045335,-0.003490,0.000000,0.185781,-0.015627,0.000000,0.068915,0.038465,0.091703,0.030048,-0.005445,0.019836,0.019268,-0.002855,0.003114,-0.025152
0.047420,0.012560,-0.046320,0.009112,0.009409,-0.237663,0.017984,0.021463,0.051071,-0.036290,-0.031319,0.234651,-0.078841,0.002678,-0.037812,0.000000,0.263672,-0.028085,0.000000,0.095676,0.059491,0.130112,0.083925,0.064160,0.013241,0.020121,-0.008717,-0.013208,-0.009603
0.040455,0.007948,-0.024725,0.005012,0.020286,-0.237332,0.006347,0.037758,0.024771,-0.042225,-0.040940,0.226417,-0.058898,0.004930,-0.018724,0.000000,0.272278,-0.027720,0.000000,0.084736,0.052988,0.124924,0.091636,0.049902,0.001495,0.008159,-0.008802,-0.018046,-0.008983
0.026525,-0.001276,0.018465,-0.003190,0.042039,-0.236669,-0.016928,0.070349,-0.027830,-0.054095,-0.060182,0.209950,-0.019010,0.009434,0.019453,0.000000,0.289489,-0.026988,0.000000,0.062857,0.039982,0.114548,0.107059,0.021387,-0.021996,-0.015767,-0.008972,-0.027723,-0.007742
0.030473,0.006482,-0.005067,-0.016930,0.022509,-0.263901,-0.008375,0.049133,-0.015544,-0.069997,-0.054779,0.241876,-0.042802,0.018873,0.014440,0.000000,0.301720,-0.036494,0.000000,0.085635,0.035772,0.131378,0.110781,0.016169,0.000600,0.001280,-0.013145,-0.081329,-0.007650
0.032448,0.010361,-0.016833,-0.023800,0.012744,-0.277517,-0.004098,0.038525,-0.009401,-0.077949,-0.052077,0.257839,-0.054697,0.023592,0.011934,0.000000,0.307835,-0.041247,0.000000,0.097024,0.033666,0.139793,0.112642,0.013561,0.011898,0.009803,-0.015231,-0.108131,-0.007605
0.014983,-0.005360,-0.029572,0.009182,0.002545,-0.243851,-0.034601,0.000573,0.029013,0.018159,-0.022851,0.274028,-0.044504,-0.055144,0.040752,0.000000,0.240172,-0.005935,0.000000,0.099903,0.023378,0.161154,0.034336,0.039142,0.034787,0.055651,-0.014519,-0.112259,-0.026657
0.022526,-0.006567,-0.019965,0.015991,-0.001168,-0.262793,-0.010293,0.010873,0.027363,0.024733,-0.021075,0.286863,-0.053342,-0.042252,0.031183,0.000000,0.261835,-0.006392,0.000000,0.102801,0.018359,0.170031,0.041853,0.044644,0.022433,0.053598,-0.017499,-0.120755,-0.039936
