joint_0_vel,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_7_vel,joint_8_vel,joint_9_vel,joint_10_vel,joint_11_vel,joint_12_vel,joint_13_vel,joint_14_vel,joint_15_vel,joint_16_vel,joint_17_vel,joint_18_vel,joint_19_vel,joint_20_vel,joint_21_vel,joint_22_vel,joint_23_vel,joint_24_vel,joint_25_vel,joint_26_vel,joint_27_vel,joint_28_vel
0.037614,-0.008981,-0.000751,0.029608,-0.008594,-0.300677,0.038324,0.031472,0.024065,0.037882,-0.017522,0.312535,-0.071020,-0.016468,0.012045,0.000000,0.305160,-0.007305,0.000000,0.108597,0.008322,0.187783,0.056888,0.055646,-0.002275,0.049490,-0.023459,-0.137746,-0.066495
0.020985,-0.014388,-0.004439,-0.007259,-0.016966,-0.292706,0.003790,-0.011084,-0.006637,-0.013674,-0.028325,0.268766,-0.023642,0.015069,0.014530,0.000000,0.268632,-0.006876,0.000000,0.131328,-0.008589,0.231459,0.040957,0.054734,0.016255,0.070140,-0.006672,-0.082069,-0.030397
0.012671,-0.017091,-0.006283,-0.025692,-0.021152,-0.288721,-0.013477,-0.032362,-0.021988,-0.039452,-0.033727,0.246881,0.000046,0.030838,0.015772,0.000000,0.250368,-0.006661,0.000000,0.142694,-0.017045,0.253297,0.032991,0.054279,0.025519,0.080465,0.001722,-0.054231,-0.012348
0.026872,-0.020537,-0.002631,-0.019228,0.009205,-0.314316,-0.016656,0.000096,-0.007852,-0.040401,-0.028587,0.305292,-0.021687,-0.004613,0.028571,0.000000,0.301888,-0.033712,0.000000,0.124447,-0.058610,0.208822,0.091227,0.064327,0.044309,0.044737,-0.001962,-0.016918,0.013512
0.025218,-0.022091,0.008397,0.005419,0.006120,-0.316099,0.001608,0.004471,-0.013234,-0.024361,-0.029529,0.307377,-0.008169,-0.020194,0.032155,0.000000,0.304214,-0.023610,0.000000,0.121012,-0.061686,0.195990,0.084658,0.047850,0.020918,0.035493,-0.009950,-0.029829,-0.010076
0.021910,-0.025199,0.030451,0.054713,-0.000050,-0.319666,0.038136,0.013221,-0.023998,0.007719,-0.031414,0.311548,0.018868,-0.051356,0.039322,0.000000,0.308865,-0.003405,0.000000,0.114141,-0.067838,0.170324,0.071518,0.014894,-0.025865,0.017006,-0.025926,-0.055650,-0.057252
0.024779,-0.026787,0.046656,0.031195,-0.000776,-0.377420,0.036339,-0.004902,-0.007713,0.001078,-0.013943,0.363907,-0.016639,-0.022448,-0.034213,0.000000,0.370545,-0.026896,0.000000,0.150549,-0.039567,0.161698,0.082328,0.035873,-0.031930,0.054157,0.001955,-0.040588,-0.038781
0.026214,-0.027581,0.054758,0.019435,-0.001139,-0.406297,0.035440,-0.013963,0.000429,-0.002242,-0.005208,0.390086,-0.034392,-0.007994,-0.070981,0.000000,0.401385,-0.038641,0.000000,0.168754,-0.025432,0.157385,0.087733,0.046363,-0.034962,0.072733,0.015895,-0.033057,-0.029545
0.015246,-0.015479,0.079781,0.015357,0.007006,-0.378645,0.025799,-0.018478,-0.024616,-0.023155,-0.023341,0.372449,0.028833,0.004865,-0.022231,0.000000,0.381253,-0.038030,0.000000,0.161144,-0.050121,0.034819,0.056098,0.117615,-0.030133,0.128049,-0.004429,0.017826,-0.060847
0.020987,-0.011225,0.080837,0.003875,-0.003833,-0.401267,0.013406,-0.008064,-0.023174,-0.028846,-0.025533,0.387177,0.021222,0.014956,-0.027111,0.000000,0.406424,-0.037174,0.000000,0.180719,-0.044953,0.034504,0.073310,0.083384,-0.023402,0.135106,-0.013568,0.001955,-0.053477
0.032471,-0.002717,0.082948,-0.019088,-0.025510,-0.446510,-0.011380,0.012765,-0.020289,-0.040230,-0.029917,0.416635,0.005999,0.035138,-0.036871,0.000000,0.456766,-0.035461,0.000000,0.219870,-0.034617,0.033875,0.107735,0.014922,-0.009939,0.149221,-0.031845,-0.029787,-0.038735
0.043913,-0.010522,0.089149,0.016719,-0.020697,-0.458689,0.017980,-0.006864,-0.025867,-0.029573,-0.013482,0.456654,-0.000259,0.023223,-0.000826,0.000000,0.493329,-0.033896,0.000000,0.228708,-0.036830,0.031579,0.080036,0.059666,-0.030970,0.149295,-0.017362,-0.031134,-0.014261
0.049633,-0.014424,0.092250,0.034622,-0.018291,-0.464779,0.032659,-0.016679,-0.028656,-0.024245,-0.005265,0.476664,-0.003388,0.017266,0.017197,0.000000,0.511610,-0.033113,0.000000,0.233127,-0.037937,0.030431,0.066186,0.082038,-0.041486,0.149332,-0.010121,-0.031807,-0.002024
0.061653,0.016210,0.104010,0.007256,-0.010904,-0.497990,0.043573,-0.025946,0.003803,-0.034112,-0.001088,0.529511,0.014568,0.043772,-0.111125,0.000000,0.598583,-0.054799,0.000000,0.282544,-0.016835,0.035219,0.133556,0.121076,-0.038233,0.164513,-0.016202,0.014869,-0.017854
0.062345,0.014690,0.102710,0.020907,-0.004283,-0.482858,0.050590,-0.029837,-0.009601,-0.032942,-0.004316,0.539156,0.008495,0.028723,-0.070764,0.000000,0.565068,-0.047125,0.000000,0.286195,-0.026608,0.032451,0.139544,0.119531,-0.031905,0.158250,-0.001473,0.008542,-0.019601
0.063727,0.011651,0.100111,0.048208,0.008960,-0.452594,0.064624,-0.037619,-0.036409,-0.030602,-0.010772,0.558447,-0.003650,-0.001376,0.009959,0.000000,0.498038,-0.031775,0.000000,0.293498,-0.046153,0.026915,0.151520,0.116440,-0.019249,0.145724,0.027987,-0.004112,-0.023096
0.068894,0.032127,0.129793,0.014365,0.004644,-0.469491,0.045304,-0.027938,-0.025430,-0.056993,-0.027323,0.592643,-0.002435,0.012577,-0.048065,0.000000,0.519630,-0.035237,0.000000,0.342100,-0.008551,0.028551,0.134346,0.083041,-0.054402,0.159466,0.028217,-0.059743,-0.006324
0.071477,0.042365,0.144634,-0.002557,0.002486,-0.477940,0.035643,-0.023098,-0.019941,-0.070188,-0.035599,0.609741,-0.001827,0.019554,-0.077077,0.000000,0.530427,-0.036968,0.000000,0.366400,0.010249,0.029368,0.125760,0.066342,-0.071979,0.166337,0.028333,-0.087558,0.002062
-0.048040,-0.112421,0.166713,0.071311,-0.003489,-0.433334,-0.062100,0.086004,0.026532,0.090019,0.090454,0.856567,-0.093922,-0.018673,0.014175,0.000000,0.499109,-0.029364,0.000000,0.690147,-0.096832,0.013143,0.197371,0.061957,-0.005449,0.270882,0.018849,0.134638,0.004720
0.013171,-0.029500,0.159674,0.052242,0.005994,-0.460601,-0.012702,0.035424,-0.016429,0.049981,0.019080,0.811232,-0.047304,-0.034665,0.011953,0.000000,0.531039,-0.028440,0.000000,0.591077,-0.072770,0.008762,0.179229,0.053338,-0.014895,0.229485,0.014553,0.081232,0.003978
0.135593,0.136342,0.145595,0.014105,0.024961,-0.515134,0.086096,-0.065737,-0.102353,-0.030094,-0.123669,0.720561,0.045934,-0.066648,0.007511,0.000000,0.594900,-0.026591,0.000000,0.392936,-0.024647,0.000000,0.142944,0.036101,-0.033785,0.146691,0.005961,-0.025581,0.002493
0.046352,-0.009870,0.163618,0.042471,-0.012569,-0.436959,0.043314,-0.012400,-0.021499,0.010799,0.009673,0.899957,-0.011443,0.001091,-0.037467,0.000000,0.519737,-0.046516,0.000000,0.643831,-0.069304,0.000000,0.143383,-0.004380,-0.012891,0.188096,-0.018154,-0.021791,-0.051480
0.001731,-0.082976,0.172629,0.056654,-0.031334,-0.397871,0.021923,0.014268,0.018928,0.031246,0.076343,0.989655,-0.040132,0.034961,-0.059956,0.000000,0.482156,-0.056478,0.000000,0.769279,-0.091633,0.000000,0.143602,-0.024620,-0.002444,0.208799,-0.030212,-0.019896,-0.078466
0.038061,0.022536,0.187413,0.017520,0.011966,-0.418608,0.025609,-0.041325,-0.026917,-0.043523,-0.003806,1.033435,0.016844,-0.011866,-0.038213,-0.012767,0.494004,-0.019882,0.000000,0.811518,-0.089036,0.000000,0.155536,0.085807,-0.032101,0.204000,0.031850,0.043320,0.023699
0.053433,0.019011,0.181267,0.019494,0.008733,-0.402106,0.029401,-0.027201,-0.033995,-0.041069,-0.002552,1.051890,0.026723,-0.021116,-0.027978,-0.036547,0.478784,-0.019722,0.000000,0.813718,-0.091925,0.000000,0.155278,0.102382,-0.031930,0.197510,0.022752,-0.000576,0.006532
0.084178,0.011961,0.168977,0.023441,0.002267,-0.369101,0.036985,0.001048,-0.048150,-0.036162,-0.000045,1.088800,0.046483,-0.039617,-0.007508,-0.084107,0.448346,-0.019402,0.000000,0.818117,-0.097704,0.000000,0.154763,0.135530,-0.031587,0.184529,0.004557,-0.088368,-0.027801
0.131696,0.084117,0.083933,0.012427,0.029848,-0.359574,0.081904,-0.062256,-0.052882,-0.099105,-0.064739,0.933462,0.064713,0.002385,-0.080348,-0.152552,0.443836,-0.047321,0.000000,0.626249,-0.020714,0.000000,0.075928,0.083151,-0.030119,0.134212,-0.022219,-0.106147,-0.020736
0.155455,0.120195,0.041411,0.006920,0.043638,-0.354811,0.104363,-0.093909,-0.055248,-0.130577,-0.097086,0.855793,0.073828,0.023386,-0.116768,-0.186775,0.441581,-0.061281,0.000000,0.530316,0.017780,0.000000,0.036510,0.056961,-0.029385,0.109053,-0.035607,-0.115036,-0.017203
0.013729,-0.086964,0.026943,0.016320,-0.049440,-0.238480,-0.034915,0.043555,0.032607,-0.047227,0.079731,1.161270,-0.078603,0.054259,-0.033862,-0.269809,0.260891,-0.046947,0.000000,0.960131,-0.007381,0.000000,0.081142,-0.007166,-0.008404,0.119624,-0.019041,0.012579,-0.030756
0.048371,-0.035996,0.016952,0.034618,-0.034595,-0.252719,0.029381,0.000172,0.014335,-0.028046,0.038101,1.073940,-0.054315,0.013494,-0.035719,-0.258672,0.274779,-0.022442,0.000000,0.832922,0.007039,0.000000,0.068332,0.010852,-0.014599,0.135984,-0.018311,0.003231,-0.041855
0.117654,0.065941,-0.003029,0.071213,-0.004903,-0.281197,0.157972,-0.086594,-0.022210,0.010314,-0.045159,0.899280,-0.005739,-0.068037,-0.039435,-0.236399,0.302553,0.026569,0.000000,0.578506,0.035877,0.000000,0.042711,0.046889,-0.026988,0.168704,-0.016853,-0.015463,-0.064055
0.051262,-0.036794,-0.004380,0.055053,-0.019240,-0.194289,0.060629,0.003082,0.027454,0.016915,0.051381,1.098049,-0.085141,-0.025178,-0.006818,-0.267947,0.219301,0.000405,0.000000,0.854716,0.010884,0.000000,0.106448,0.063042,-0.036294,0.131767,-0.013464,0.035881,-0.078006
0.018066,-0.088162,-0.005056,0.046973,-0.026409,-0.150834,0.011958,0.047920,0.052287,0.020215,0.099651,1.197433,-0.124842,-0.003748,0.009491,-0.283720,0.177675,-0.012677,0.000000,0.992821,-0.001612,0.000000,0.138316,0.071119,-0.040947,0.113299,-0.011770,0.061553,-0.084982
0.125917,0.085913,0.004357,0.036947,0.038638,-0.210323,0.149204,-0.063855,-0.087197,-0.044875,-0.123237,0.885211,0.043961,-0.055130,0.026374,-0.247107,0.276030,-0.026763,0.000000,0.585122,-0.005158,0.000000,0.093867,0.024249,0.000882,0.035335,-0.015757,0.006074,-0.052143
0.084673,0.026279,0.018622,0.044683,0.033663,-0.186760,0.100712,-0.006093,-0.057295,-0.036747,-0.066043,0.998482,-0.000757,-0.021681,-0.001729,-0.258288,0.254787,-0.040808,0.000000,0.729924,0.006561,0.000000,0.121053,0.023171,-0.059210,0.047301,-0.003523,-0.039192,-0.019748
0.002185,-0.092989,0.047154,0.060157,0.023713,-0.139636,0.003727,0.109431,0.002511,-0.020490,0.048344,1.225024,-0.090195,0.045216,-0.057936,-0.280652,0.212300,-0.068899,0.000000,1.019529,0.030000,0.000000,0.175427,0.021014,-0.179394,0.071235,0.020945,-0.129725,0.045044
0.072820,0.024774,0.026459,0.057884,-0.006581,-0.154787,0.078337,-0.011306,-0.038642,0.018855,-0.010305,0.978264,0.015594,-0.043822,-0.020268,-0.183091,0.175022,-0.001514,0.000000,0.733646,0.019096,0.000000,0.089575,0.016583,-0.105903,0.063308,-0.000225,-0.031080,-0.023768
0.108138,0.083656,0.016111,0.056748,-0.021728,-0.162362,0.115642,-0.071674,-0.059218,0.038527,-0.039630,0.854884,0.068488,-0.088341,-0.001434,-0.134311,0.156384,0.032179,0.000000,0.590705,0.013645,0.000000,0.046649,0.014367,-0.069157,0.059345,-0.010810,0.018243,-0.058174
-0.043307,-0.109049,0.055232,0.053961,-0.003989,-0.041640,-0.024974,0.059036,0.047869,0.052264,0.123855,1.120078,-0.028546,0.030049,-0.066218,-0.139840,0.042349,-0.001076,0.000000,1.003228,-0.025092,0.000000,0.089840,0.019442,-0.080586,0.127200,0.020033,0.060670,-0.033237
0.002818,-0.027831,0.053153,0.031178,0.014194,-0.056275,0.003297,0.006390,0.001000,0.005608,0.038704,0.994592,0.040521,0.025150,-0.070558,-0.128970,0.067188,-0.008487,0.000000,0.868148,-0.026420,0.000000,0.088224,0.038897,-0.089506,0.106594,0.020820,0.010983,0.001681
0.095068,0.134605,0.048995,-0.014387,0.050561,-0.085544,0.059838,-0.098904,-0.092738,-0.087703,-0.131597,0.743619,0.178655,0.015353,-0.079236,-0.107231,0.116866,-0.023309,0.000000,0.597986,-0.029075,0.000000,0.084994,0.077806,-0.107346,0.065382,0.022393,-0.088389,0.071516
-0.011107,-0.011990,0.071200,0.023079,0.008008,0.014787,-0.021939,0.003368,-0.009546,-0.018013,0.020256,0.889927,0.116564,0.013739,-0.026240,-0.053563,-0.013503,-0.006640,0.000000,0.815278,-0.087543,0.000000,0.055704,0.050924,-0.067393,0.057256,0.024668,0.028857,0.062578
-0.064194,-0.085287,0.082302,0.041812,-0.013268,0.064953,-0.062828,0.054504,0.032051,0.016832,0.096183,0.963081,0.085519,0.012932,0.000258,-0.026729,-0.078687,0.001694,0.000000,0.923924,-0.116777,0.000000,0.041059,0.037483,-0.047416,0.053193,0.025806,0.087480,0.058109
0.034200,0.030423,0.096633,0.016952,0.033245,0.049675,-0.017437,0.001940,-0.008751,-0.059974,0.005153,0.934618,0.134856,0.025218,-0.061168,-0.031214,0.009019,-0.037141,0.000000,0.904341,-0.074745,0.000000,0.064588,-0.005236,-0.105515,0.025737,0.014336,-0.025017,0.048461
0.022658,0.019970,0.097388,0.015570,0.028731,0.057061,-0.010110,0.009815,-0.026237,-0.043979,0.000374,0.906122,0.138722,0.027724,-0.039664,-0.017810,-0.016521,-0.021582,0.000000,0.877376,-0.088483,0.000000,0.056474,0.010415,-0.091706,0.025436,0.011825,0.009645,0.033368
-0.000426,-0.000934,0.098897,0.012807,0.019704,0.071831,0.004544,0.025566,-0.061209,-0.011988,-0.009183,0.849130,0.146454,0.032735,0.003345,0.008998,-0.067601,0.009535,0.000000,0.823445,-0.115959,0.000000,0.040247,0.041717,-0.064089,0.024832,0.006803,0.078970,0.003182
0.046904,0.047548,0.069324,0.024444,0.009970,0.024241,0.094945,-0.041603,-0.091598,-0.016642,-0.075341,0.672297,0.170078,-0.015318,0.040664,0.011177,0.001866,0.021685,0.000000,0.580037,-0.070285,0.000000,0.018709,0.012610,-0.020813,0.007378,-0.017116,0.060760,-0.020434
0.070569,0.071789,0.054537,0.030262,0.005103,0.000447,0.140145,-0.075187,-0.106792,-0.018969,-0.108420,0.583881,0.181890,-0.039345,0.059323,0.012267,0.036600,0.027760,0.000000,0.458332,-0.047448,0.000000,0.007939,-0.001943,0.000824,-0.001349,-0.029075,0.051655,-0.032241
0.036666,0.031582,0.076513,-0.010972,-0.002087,-0.022459,0.021076,-0.044751,0.050573,-0.044278,-0.038264,0.071747,0.055156,0.015749,0.031569,0.038624,0.061145,-0.008496,0.000000,0.147096,-0.095654,0.000000,0.040866,0.038165,-0.008402,-0.000622,-0.003778,0.027782,-0.054668
0.029807,0.037518,0.072078,-0.016792,0.004571,-0.026194,0.006619,-0.041366,0.053425,-0.054929,-0.035387,0.047835,0.051293,0.025136,0.016152,0.034614,0.070645,-0.014546,0.000000,0.121708,-0.081701,0.000000,0.036572,0.036701,-0.028645,-0.004227,-0.001863,0.015686,-0.026140
0.016090,0.049390,0.063209,-0.028431,0.017887,-0.033665,-0.022295,-0.034595,0.059130,-0.076232,-0.029631,0.000011,0.043566,0.043910,-0.014683,0.026593,0.089645,-0.026646,0.000000,0.070932,-0.053796,0.000000,0.027984,0.033772,-0.069131,-0.011438,0.001967,-0.008505,0.030916
0.020454,0.039321,0.064026,-0.016913,-0.008261,-0.038298,0.011333,-0.044103,0.048161,-0.056330,-0.023460,0.000004,0.015569,0.023459,-0.015715,0.041652,0.064163,0.010007,0.000000,0.045991,-0.022572,0.000000,0.039152,0.026291,-0.060462,-0.004155,0.000940,-0.023343,-0.008448
0.022636,0.034287,0.064435,-0.011154,-0.021334,-0.040615,0.028147,-0.048857,0.042676,-0.046379,-0.020375,0.000000,0.001571,0.013234,-0.016231,0.049181,0.051422,0.028333,0.000000,0.033520,-0.006960,0.000000,0.044736,0.022551,-0.056128,-0.000513,0.000427,-0.030762,-0.028130
0.021603,0.027529,0.041688,-0.017286,0.005397,-0.005827,-0.010301,0.007214,0.027106,-0.065673,-0.006026,0.000000,0.016542,0.034449,-0.011763,0.063643,0.041567,-0.006312,0.000000,0.033660,0.018529,0.000000,0.051681,-0.004758,-0.036356,-0.005862,0.010934,-0.029390,-0.008173
0.009631,0.031590,0.041226,-0.025311,-0.001341,-0.005756,-0.013882,-0.021197,0.027487,-0.051467,-0.007499,0.000000,0.021483,0.021286,-0.005454,0.061924,0.037698,0.000498,0.000000,0.032212,0.018387,0.000000,0.038466,-0.011483,-0.029595,-0.005948,0.012828,-0.015888,-0.008442
-0.014312,0.039711,0.040303,-0.041360,-0.014817,-0.005614,-0.021043,-0.078021,0.028248,-0.023056,-0.010447,0.000000,0.031365,-0.005039,0.007163,0.058486,0.029960,0.014116,0.000000,0.029315,0.018103,0.000000,0.012038,-0.024934,-0.016072,-0.006118,0.016618,0.011116,-0.008981
-0.003916,0.009201,0.041947,-0.032060,0.005250,-0.017803,-0.006475,-0.038318,0.026775,-0.042627,-0.009070,0.000000,0.002884,0.005299,0.026337,0.052326,0.033087,0.014710,0.000000,0.015384,0.020203,0.000000,-0.000470,0.014794,-0.016354,-0.000850,0.005729,0.031431,-0.026254
0.001282,-0.006054,0.042769,-0.027410,0.015283,-0.023897,0.000808,-0.018467,0.026038,-0.052412,-0.008382,0.000000,-0.011357,0.010468,0.035923,0.049245,0.034651,0.015007,0.000000,0.008419,0.021253,0.000000,-0.006723,0.034658,-0.016495,0.001784,0.000284,0.041588,-0.034890
0.004313,0.002713,0.048259,-0.074392,0.013327,-0.010840,-0.011402,-0.026604,-0.004350,-0.121992,-0.032216,0.000000,-0.019902,0.049103,0.025946,0.048108,0.011480,-0.007403,0.000000,0.009674,0.030986,0.000000,0.067874,-0.001712,-0.053588,-0.011961,0.027039,-0.025465,-0.000067
0.010055,-0.007909,0.041623,-0.050567,0.015937,-0.006171,0.006543,-0.017315,0.003144,-0.108212,-0.021228,0.000000,-0.018913,0.043036,0.045053,0.038130,0.014336,-0.003816,0.000000,0.000125,0.023584,0.000000,0.054723,0.003647,-0.042197,-0.018143,0.016239,-0.010454,-0.005720
0.021538,-0.029154,0.028352,-0.002916,0.021157,0.003169,0.042432,0.001262,0.018134,-0.080652,0.000746,0.000000,-0.016935,0.030902,0.083267,0.018175,0.020047,0.003356,0.000000,-0.018972,0.008782,0.000000,0.028421,0.014364,-0.019414,-0.030506,-0.005363,0.019570,-0.017027
-0.007133,-0.026464,0.030152,-0.018757,-0.006297,0.001907,0.022076,-0.007020,0.038139,-0.047715,0.005540,0.000000,-0.010431,0.030645,0.060587,0.008276,0.008655,-0.002580,0.000000,-0.019766,0.017479,0.000000,0.019814,0.011486,-0.024418,-0.012909,-0.008096,-0.004354,-0.017851
-0.021468,-0.025118,0.031051,-0.026677,-0.020024,0.001276,0.011899,-0.011161,0.048142,-0.031246,0.007937,0.000000,-0.007179,0.030516,0.049247,0.003326,0.002959,-0.005549,0.000000,-0.020163,0.021828,0.000000,0.015510,0.010047,-0.026920,-0.004111,-0.009463,-0.016316,-0.018264
-0.036945,-0.043308,0.033557,-0.110961,0.012145,0.050709,-0.065352,0.018201,-0.073406,-0.063091,-0.058875,0.000000,0.025337,0.064920,0.068371,0.004241,-0.064425,0.008354,0.000000,0.019469,-0.020025,0.000000,0.004288,-0.017874,-0.024101,-0.027150,0.007587,0.019021,-0.003693
-0.034689,-0.034567,0.027969,-0.077963,0.016165,0.045083,-0.041790,0.005661,-0.050329,-0.065368,-0.044138,0.000000,0.034008,0.059321,0.069143,-0.001299,-0.054032,0.001985,0.000000,0.016462,-0.017434,0.000000,0.005581,-0.027389,-0.034445,-0.006004,0.013433,-0.016841,0.000106
-0.030178,-0.017085,0.016795,-0.011966,0.024206,0.033831,0.005333,-0.019421,-0.004174,-0.069923,-0.014664,0.000000,0.051349,0.048123,0.070687,-0.012381,-0.033245,-0.010755,0.000000,0.010446,-0.012251,0.000000,0.008168,-0.046418,-0.055132,0.036289,0.025127,-0.088566,0.007702
-0.011169,-0.011260,0.020249,-0.020897,0.055552,0.061353,-0.009078,0.011243,-0.018489,-0.084810,-0.024661,0.000000,0.058992,0.082486,0.046976,0.004542,-0.055871,-0.012353,0.000000,0.003988,-0.026988,0.000000,0.009685,0.010354,-0.055242,0.023388,0.025164,-0.079974,0.024541
-0.001665,-0.008348,0.021975,-0.025363,0.071225,0.075114,-0.016283,0.026575,-0.025646,-0.092254,-0.029659,0.000000,0.062814,0.099667,0.035120,0.013003,-0.067184,-0.013152,0.000000,0.000758,-0.034357,0.000000,0.010443,0.038740,-0.055296,0.016938,0.025182,-0.075678,0.032960
-0.033170,-0.046609,0.004102,0.043384,0.010999,0.076771,0.071835,-0.011420,0.004531,0.031049,0.031563,0.000000,0.057961,0.027013,0.019177,0.012231,-0.089723,0.028621,0.000000,-0.000376,-0.035440,0.000000,-0.078721,0.000603,-0.020704,0.015122,-0.024685,-0.025392,-0.052993
-0.037769,-0.074485,0.003758,0.038675,0.008008,0.101092,0.037970,0.016535,0.032552,-0.000771,0.051803,0.000000,0.034573,0.070852,0.029701,-0.016382,-0.107520,0.009306,0.000000,0.036104,-0.061897,0.000000,-0.046618,-0.003460,-0.023100,-0.002819,-0.009394,-0.013936,-0.035758
-0.046967,-0.130236,0.003070,0.029258,0.002028,0.149734,-0.029760,0.072446,0.088595,-0.064412,0.092283,0.000000,-0.012201,0.158529,0.050749,-0.073607,-0.143112,-0.029325,0.000000,0.109062,-0.114810,0.000000,0.017588,-0.011585,-0.027893,-0.038701,0.021189,0.008976,-0.001286
0.019981,0.034616,-0.007319,-0.023401,0.024948,0.115560,0.035457,-0.049995,-0.031265,-0.098718,-0.038838,0.000000,0.114878,0.056931,0.006496,-0.002701,-0.123811,0.004566,0.000000,0.042896,-0.057937,0.000000,-0.013096,-0.038737,0.009366,-0.025641,0.002761,0.015297,-0.038927
0.053455,0.117042,-0.012514,-0.049730,0.036408,0.098472,0.068066,-0.111215,-0.091194,-0.115871,-0.104399,0.000000,0.178417,0.006132,-0.015630,0.032752,-0.114160,0.021512,0.000000,0.009813,-0.029501,0.000000,-0.028439,-0.052313,0.027995,-0.019111,-0.006453,0.018458,-0.057747
-0.003530,-0.011006,0.005879,0.023940,0.036367,0.105960,0.094218,-0.030490,-0.054582,-0.052410,-0.031828,0.000000,0.127675,0.035721,0.025100,0.028875,-0.088881,0.041536,0.000000,0.008519,-0.034660,0.000000,-0.040151,-0.031040,-0.005566,0.000186,0.015405,0.040622,-0.027310
-0.001264,-0.013292,0.003887,0.028602,0.034122,0.097277,0.078689,-0.018229,-0.042623,-0.032644,-0.015851,0.000000,0.118633,0.025709,0.036879,0.027299,-0.078405,0.027064,0.000000,0.007714,-0.032143,0.000000,-0.032945,-0.037447,-0.019204,-0.000877,0.014802,0.003678,-0.024426
0.003269,-0.017864,-0.000095,0.037926,0.029633,0.079910,0.047632,0.006293,-0.018704,0.006890,0.016102,0.000000,0.100548,0.005685,0.060439,0.024147,-0.057453,-0.001881,0.000000,0.006105,-0.027107,0.000000,-0.018532,-0.050262,-0.046481,-0.003002,0.013596,-0.070210,-0.018657
0.000640,-0.014279,-0.003290,0.035636,0.008026,0.086589,0.059269,-0.001882,-0.009873,0.036671,0.022712,0.000000,0.081780,0.006496,0.031227,0.047975,-0.073428,0.021813,0.000000,0.002991,-0.029897,0.000000,-0.027466,-0.006975,-0.013524,-0.005461,0.000677,0.001780,-0.026254
-0.000674,-0.012486,-0.004887,0.034491,-0.002777,0.089928,0.065088,-0.005970,-0.005457,0.051561,0.026017,0.000000,0.072396,0.006901,0.016622,0.059888,-0.081416,0.033660,0.000000,0.001434,-0.031292,0.000000,-0.031933,0.014669,0.002954,-0.006691,-0.005783,0.037775,-0.030052
-0.003499,0.022204,-0.020252,-0.050839,0.015126,0.096647,-0.029093,0.002963,-0.061745,-0.060319,-0.023395,0.000000,0.102029,0.041705,-0.002141,0.049789,-0.090875,-0.025852,0.000000,0.043094,-0.045589,0.000000,0.000190,-0.015065,0.008570,-0.045873,0.004620,0.039261,-0.032822
-0.036981,-0.018210,-0.012102,-0.023625,0.012750,0.115779,-0.046187,0.039800,-0.011757,-0.011284,0.027751,0.000000,0.060648,0.038000,-0.001339,0.037196,-0.104712,-0.016603,0.000000,0.072504,-0.056076,0.000000,-0.001279,-0.011469,0.000917,-0.028632,0.008071,0.033691,-0.025291
-0.103943,-0.099039,0.004198,0.030802,0.007998,0.154043,-0.080375,0.113474,0.088219,0.086786,0.130043,0.000000,-0.022113,0.030589,0.000266,0.012009,-0.132385,0.001893,0.000000,0.131325,-0.077050,0.000000,-0.004216,-0.004277,-0.014388,0.005851,0.014973,0.022552,-0.010229
0.009492,0.019492,-0.021591,-0.014631,0.004430,0.111023,0.010266,-0.006781,-0.043812,-0.006989,0.003380,0.000000,0.090861,-0.000032,0.005261,0.043175,-0.104716,0.010986,0.000000,0.047001,-0.059516,0.000000,-0.036229,-0.017430,0.034017,-0.041441,-0.009448,0.044649,-0.034156
0.066209,0.078757,-0.034485,-0.037347,0.002646,0.089513,0.055586,-0.066908,-0.109828,-0.053877,-0.059951,0.000000,0.147348,-0.015342,0.007758,0.058758,-0.090882,0.015533,0.000000,0.004839,-0.050749,0.000000,-0.052235,-0.024007,0.058220,-0.065087,-0.021659,0.055697,-0.046120
-0.015417,0.024039,-0.003364,0.000041,-0.001697,0.047140,-0.021263,-0.008168,-0.014820,0.040630,-0.021816,0.000000,0.077719,-0.023003,0.001262,0.096102,-0.013740,-0.015579,0.000000,0.018697,0.030414,0.000000,-0.048037,-0.025041,-0.026031,-0.016222,-0.002136,-0.020364,0.006617
-0.036437,-0.016762,-0.006670,0.010398,-0.004860,0.071146,-0.036039,0.016789,0.013586,0.045390,0.029667,0.000000,0.035199,-0.008101,0.004821,0.089045,-0.052622,-0.012348,0.000000,0.050799,0.000749,0.000000,-0.022842,0.001088,-0.008706,-0.008979,0.008328,0.021989,-0.005051
-0.078476,-0.098363,-0.013284,0.031112,-0.011185,0.119157,-0.065591,0.066702,0.070396,0.054910,0.132632,0.000000,-0.049842,0.021701,0.011940,0.074930,-0.130386,-0.005885,0.000000,0.115002,-0.058583,0.000000,0.027548,0.053345,0.025944,0.005508,0.029258,0.106695,-0.028387
0.017329,0.041654,-0.018844,-0.004990,-0.003199,0.058782,-0.003961,-0.019273,-0.005897,0.018414,0.001057,0.000000,0.056573,-0.023213,-0.024959,0.089250,-0.036009,0.008831,0.000000,0.030776,-0.002082,0.000000,-0.014020,0.026442,-0.016261,-0.022864,-0.003472,0.053764,-0.021824
