joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
-0.886054,-0.010464,-0.088591,0.772931,-0.529499,0.243532,0.193467,-0.316325,0.150526,0.745077,0.232443,0.454958,0.146875,-0.068704,-0.013645,2.251500,-0.890119,-0.126556,0.261800,1.410653,-0.216414,1.679500,1.275541,-0.182009,0.454030,-0.115121,-0.120281,0.139292,-0.135825
-0.885550,-0.010906,-0.088424,0.773040,-0.529377,0.237210,0.193499,-0.316236,0.150262,0.744590,0.231853,0.461105,0.146712,-0.069108,-0.013002,2.251500,-0.884035,-0.127029,0.261800,1.413073,-0.217648,1.683420,1.277235,-0.181052,0.454448,-0.114411,-0.120480,0.138696,-0.136026
-0.885111,-0.011410,-0.087815,0.774134,-0.529378,0.230817,0.194262,-0.315971,0.149782,0.744745,0.231224,0.467336,0.147089,-0.070135,-0.012215,2.251500,-0.877858,-0.127097,0.261800,1.415356,-0.219004,1.686826,1.278665,-0.180754,0.453931,-0.114071,-0.120998,0.137583,-0.137171
-0.884616,-0.011945,-0.086881,0.774758,-0.529393,0.223268,0.194989,-0.316069,0.149627,0.744766,0.230946,0.474614,0.146757,-0.070584,-0.012899,2.251500,-0.870447,-0.127635,0.261800,1.418367,-0.219796,1.690060,1.280311,-0.180037,0.453292,-0.112987,-0.120959,0.136771,-0.137947
-0.884091,-0.012497,-0.085786,0.775146,-0.529416,0.215142,0.195698,-0.316348,0.149636,0.744721,0.230841,0.482416,0.146069,-0.070744,-0.014319,2.251500,-0.862419,-0.128407,0.261800,1.421742,-0.220304,1.693208,1.282066,-0.179110,0.452593,-0.111533,-0.120641,0.136110,-0.138538
-0.883787,-0.012807,-0.084191,0.775454,-0.529276,0.207569,0.196214,-0.316718,0.149144,0.744258,0.230375,0.489865,0.146645,-0.070647,-0.014764,2.251500,-0.854794,-0.129168,0.261800,1.424965,-0.221307,1.693904,1.283188,-0.176757,0.451990,-0.108972,-0.120730,0.136466,-0.139755
-0.883367,-0.013031,-0.082574,0.775531,-0.529352,0.199544,0.196482,-0.316879,0.148680,0.743681,0.229864,0.497608,0.147070,-0.070347,-0.015306,2.251500,-0.846666,-0.129911,0.261800,1.428579,-0.222206,1.694594,1.284654,-0.175090,0.451522,-0.106270,-0.121001,0.136505,-0.140824
-0.882717,-0.013085,-0.080915,0.775149,-0.529863,0.190614,0.196254,-0.316624,0.148274,0.742877,0.229266,0.505941,0.147190,-0.069645,-0.016043,2.251500,-0.837530,-0.130621,0.261800,1.432977,-0.222898,1.695272,1.286809,-0.174791,0.451323,-0.103285,-0.121638,0.135910,-0.141599
-0.881839,-0.013296,-0.079132,0.775484,-0.530277,0.181440,0.196614,-0.316761,0.147757,0.742285,0.228996,0.515074,0.147185,-0.069180,-0.016060,2.251500,-0.827664,-0.131299,0.261800,1.437551,-0.223635,1.695903,1.288410,-0.173598,0.450704,-0.100299,-0.121986,0.135287,-0.141884
-0.880847,-0.013584,-0.077287,0.776176,-0.530642,0.172144,0.197267,-0.317095,0.147184,0.741800,0.228891,0.524607,0.147117,-0.068835,-0.015716,2.251500,-0.817432,-0.131961,0.261800,1.442214,-0.224393,1.696512,1.289733,-0.171957,0.449874,-0.097313,-0.122188,0.134651,-0.141925
-0.879613,-0.013260,-0.075207,0.776321,-0.530860,0.162185,0.198138,-0.317614,0.147260,0.741118,0.228869,0.535198,0.147408,-0.067959,-0.017938,2.251500,-0.805460,-0.133057,0.261800,1.447864,-0.224730,1.697216,1.292405,-0.169536,0.449110,-0.094023,-0.122512,0.134948,-0.142282
-0.878367,-0.012966,-0.073153,0.776739,-0.530946,0.152527,0.199150,-0.318210,0.147068,0.740459,0.228783,0.545981,0.147578,-0.067385,-0.019354,2.251500,-0.794158,-0.133999,0.261800,1.453588,-0.225262,1.697865,1.295195,-0.167145,0.448472,-0.090858,-0.122541,0.135119,-0.142674
-0.877092,-0.012733,-0.071150,0.777704,-0.530767,0.143476,0.200443,-0.318963,0.146340,0.739847,0.228567,0.557150,0.147505,-0.067413,-0.019155,2.251500,-0.784198,-0.134635,0.261800,1.459458,-0.226185,1.698404,1.298226,-0.164816,0.448087,-0.087943,-0.121982,0.135037,-0.143136
-0.875714,-0.012091,-0.068554,0.777991,-0.530674,0.134086,0.201349,-0.319522,0.145831,0.738707,0.228021,0.569003,0.147456,-0.067161,-0.020116,2.251500,-0.773805,-0.135340,0.261800,1.466300,-0.226356,1.698975,1.300913,-0.163155,0.446998,-0.084754,-0.121417,0.133842,-0.143262
-0.874285,-0.011244,-0.065662,0.777940,-0.530624,0.124527,0.202062,-0.319984,0.145432,0.737304,0.227309,0.581197,0.147420,-0.066770,-0.021657,2.251500,-0.763197,-0.136079,0.261800,1.473628,-0.226151,1.699562,1.303428,-0.161829,0.445559,-0.081427,-0.120851,0.132091,-0.143221
-0.875245,-0.013492,-0.062328,0.779366,-0.530694,0.115860,0.200820,-0.318264,0.145963,0.739104,0.229118,0.598329,0.145541,-0.067143,-0.021374,2.251500,-0.753214,-0.136666,0.261800,1.487431,-0.228088,1.699825,1.307375,-0.160589,0.445450,-0.076009,-0.120474,0.134784,-0.143126
-0.874982,-0.014082,-0.059134,0.780411,-0.530574,0.106648,0.200566,-0.317555,0.145634,0.740104,0.229499,0.614553,0.144595,-0.067837,-0.021135,2.251500,-0.742594,-0.137235,0.261800,1.499253,-0.229543,1.700000,1.310960,-0.159523,0.445152,-0.071420,-0.120183,0.136408,-0.143047
-0.872270,-0.011355,-0.056222,0.780693,-0.530075,0.096345,0.202288,-0.318870,0.143587,0.739502,0.227026,0.628965,0.145514,-0.069170,-0.020985,2.251500,-0.730696,-0.137767,0.261800,1.507111,-0.230036,1.700000,1.313819,-0.158801,0.444476,-0.068486,-0.120063,0.135897,-0.142997
-0.871343,-0.011553,-0.052950,0.781542,-0.530326,0.087606,0.203154,-0.319118,0.143157,0.739718,0.227219,0.646964,0.145285,-0.069148,-0.021734,2.251500,-0.720301,-0.138697,0.261800,1.519988,-0.231422,1.700000,1.316686,-0.158888,0.444218,-0.064724,-0.120427,0.135461,-0.144027
-0.871308,-0.013212,-0.049497,0.782675,-0.530953,0.079649,0.203592,-0.318832,0.143536,0.740343,0.228746,0.666757,0.144483,-0.068449,-0.022933,2.251500,-0.710658,-0.139827,0.261800,1.535374,-0.233255,1.700000,1.319559,-0.159381,0.444170,-0.060548,-0.121031,0.135063,-0.145596
-0.870547,-0.012761,-0.045749,0.783026,-0.530714,0.071277,0.204104,-0.319659,0.142998,0.739472,0.228670,0.687426,0.144819,-0.068686,-0.023697,2.251245,-0.700778,-0.140224,0.261800,1.551604,-0.235036,1.700000,1.322669,-0.157664,0.443528,-0.056468,-0.120394,0.135929,-0.145122
-0.869479,-0.012381,-0.042124,0.783416,-0.530539,0.063235,0.204693,-0.320203,0.142318,0.738651,0.228619,0.708463,0.145354,-0.069108,-0.024257,2.250514,-0.691202,-0.140619,0.261800,1.567878,-0.236874,1.700000,1.325775,-0.155617,0.442889,-0.052518,-0.119939,0.135918,-0.144991
-0.867795,-0.012142,-0.038744,0.783884,-0.530494,0.055853,0.205432,-0.320182,0.141355,0.737928,0.228618,0.730239,0.146284,-0.069901,-0.024407,2.248831,-0.682235,-0.141007,0.261800,1.584241,-0.238828,1.700000,1.328870,-0.152906,0.442257,-0.048827,-0.119848,0.134150,-0.145547
-0.865161,-0.010460,-0.037065,0.784133,-0.529897,0.048661,0.207070,-0.321427,0.140297,0.735945,0.227324,0.748909,0.147578,-0.069853,-0.026014,2.245780,-0.673358,-0.141953,0.261800,1.596766,-0.239243,1.700000,1.330389,-0.151243,0.441655,-0.046143,-0.120292,0.132027,-0.145962
-0.862052,-0.008056,-0.036237,0.784271,-0.529024,0.041565,0.209158,-0.323305,0.139192,0.733334,0.225382,0.766024,0.149054,-0.069385,-0.028349,2.242045,-0.664527,-0.143179,0.261800,1.607372,-0.238887,1.700000,1.331119,-0.150104,0.441067,-0.043962,-0.121004,0.129727,-0.146306
-0.861777,-0.009795,-0.035698,0.784598,-0.530013,0.036795,0.208459,-0.322434,0.139844,0.732389,0.226976,0.789250,0.147482,-0.068300,-0.029027,2.236649,-0.659309,-0.144118,0.261800,1.626575,-0.239035,1.700000,1.332742,-0.150247,0.440899,-0.041569,-0.121385,0.129978,-0.146921
-0.860810,-0.010515,-0.035359,0.785290,-0.530705,0.031741,0.209047,-0.322431,0.140131,0.731828,0.227738,0.810729,0.146396,-0.068030,-0.029741,2.231475,-0.653813,-0.144567,0.261800,1.643233,-0.238894,1.700000,1.334108,-0.150030,0.440607,-0.038850,-0.121751,0.130043,-0.147758
-0.858457,-0.009196,-0.035420,0.786714,-0.530803,0.026117,0.212206,-0.324163,0.139687,0.732035,0.226835,0.828714,0.146281,-0.069391,-0.030530,2.226747,-0.647762,-0.144035,0.261800,1.654803,-0.238176,1.700000,1.334963,-0.149092,0.440067,-0.035476,-0.122088,0.129734,-0.149039
-0.857432,-0.009932,-0.035507,0.787815,-0.531188,0.022231,0.213419,-0.324101,0.140236,0.732373,0.227863,0.850675,0.144578,-0.069894,-0.030666,2.221388,-0.643376,-0.144027,0.261800,1.671898,-0.237959,1.700000,1.337091,-0.147832,0.439341,-0.032840,-0.122357,0.130451,-0.150600
-0.857070,-0.011695,-0.035609,0.788755,-0.531716,0.019215,0.213658,-0.323143,0.141282,0.732777,0.229856,0.874624,0.142082,-0.069969,-0.030476,2.215714,-0.639823,-0.144281,0.261800,1.691754,-0.237991,1.700000,1.339858,-0.146409,0.438522,-0.030574,-0.122593,0.131682,-0.152299
-0.854552,-0.009977,-0.035521,0.789494,-0.530943,0.015008,0.216642,-0.324420,0.139538,0.731880,0.227391,0.892328,0.142961,-0.071072,-0.029949,2.210772,-0.634302,-0.144816,0.261800,1.703456,-0.238094,1.700000,1.341735,-0.145924,0.438540,-0.029868,-0.122908,0.131804,-0.153342
-0.852859,-0.009451,-0.035149,0.790387,-0.530270,0.011273,0.218656,-0.324542,0.138392,0.731145,0.226070,0.912298,0.142946,-0.071506,-0.029983,2.205606,-0.629206,-0.145632,0.261800,1.718055,-0.237963,1.700000,1.344156,-0.145461,0.437356,-0.028922,-0.122978,0.131020,-0.153737
-0.852815,-0.011311,-0.034206,0.791591,-0.529795,0.008480,0.218731,-0.322353,0.138442,0.730735,0.227037,0.936798,0.141142,-0.070601,-0.031142,2.199993,-0.624960,-0.147010,0.261800,1.738445,-0.237363,1.700000,1.347665,-0.145041,0.433768,-0.027497,-0.122560,0.128426,-0.152836
-0.851358,-0.010816,-0.033677,0.792748,-0.529927,0.005384,0.220298,-0.322579,0.137669,0.731112,0.226831,0.956364,0.141454,-0.071478,-0.031547,2.196331,-0.621460,-0.147040,0.261800,1.753118,-0.236981,1.700000,1.349456,-0.144709,0.431650,-0.026231,-0.122564,0.127804,-0.153311
-0.849196,-0.009142,-0.033355,0.793883,-0.530362,0.002137,0.222610,-0.324013,0.136485,0.731883,0.226038,0.973461,0.142823,-0.073245,-0.031576,2.193645,-0.618332,-0.146397,0.261800,1.764933,-0.236708,1.700000,1.350389,-0.144422,0.430267,-0.025044,-0.122780,0.128169,-0.154475
-0.850062,-0.011323,-0.032250,0.794962,-0.530441,0.001304,0.222111,-0.322832,0.137442,0.732928,0.228516,0.995863,0.142252,-0.072644,-0.032900,2.190848,-0.617485,-0.146418,0.261800,1.784997,-0.237210,1.700000,1.352186,-0.144033,0.428655,-0.022500,-0.122380,0.129382,-0.155140
-0.850005,-0.011880,-0.031187,0.795586,-0.530158,0.000179,0.222177,-0.322704,0.137462,0.733040,0.229290,1.015755,0.143063,-0.072141,-0.034312,2.188269,-0.616142,-0.146588,0.261800,1.802360,-0.237738,1.700000,1.353951,-0.143255,0.426865,-0.020368,-0.121963,0.129602,-0.155106
-0.848104,-0.009188,-0.030207,0.795298,-0.529146,-0.001532,0.223374,-0.324682,0.135607,0.731286,0.226658,1.030627,0.146636,-0.071833,-0.035896,2.186124,-0.613804,-0.147054,0.261800,1.814320,-0.238320,1.700000,1.355650,-0.141699,0.424718,-0.019060,-0.121515,0.127834,-0.153676
-0.848326,-0.009428,-0.028783,0.795760,-0.528986,-0.001236,0.222935,-0.324615,0.135416,0.730926,0.227063,1.048426,0.148967,-0.071559,-0.036421,2.185053,-0.614074,-0.147187,0.261800,1.830625,-0.240071,1.700000,1.356764,-0.140680,0.423370,-0.017915,-0.121022,0.128411,-0.152424
-0.849610,-0.011133,-0.027137,0.796596,-0.529252,0.000063,0.221678,-0.323525,0.136058,0.731262,0.228987,1.067687,0.150678,-0.071300,-0.036416,2.184518,-0.615648,-0.147153,0.261800,1.849104,-0.242406,1.700000,1.357586,-0.139931,0.422422,-0.016851,-0.120506,0.130161,-0.151262
-0.848926,-0.010525,-0.025204,0.796935,-0.528587,0.001056,0.221330,-0.323486,0.135882,0.730063,0.229090,1.086380,0.153375,-0.070796,-0.037639,2.183894,-0.615468,-0.147896,0.261800,1.867191,-0.243901,1.700000,1.358877,-0.140035,0.420312,-0.016337,-0.120219,0.129660,-0.150293
-0.848473,-0.010126,-0.023256,0.797247,-0.528012,0.002198,0.221127,-0.323290,0.135358,0.729183,0.229097,1.104502,0.156149,-0.070241,-0.038433,2.183538,-0.615798,-0.148328,0.261800,1.884738,-0.245671,1.700000,1.360007,-0.139827,0.418477,-0.015828,-0.119983,0.129853,-0.149625
-0.848481,-0.010144,-0.021279,0.797503,-0.527618,0.003634,0.221218,-0.322778,0.134134,0.728944,0.228913,1.121485,0.159078,-0.069587,-0.038366,2.183718,-0.617150,-0.148137,0.261800,1.901207,-0.247990,1.700000,1.360812,-0.138993,0.417196,-0.015331,-0.119847,0.131433,-0.149562
-0.847543,-0.009193,-0.019892,0.797992,-0.527419,0.004119,0.223117,-0.323610,0.132302,0.728611,0.227407,1.134930,0.162480,-0.069893,-0.037552,2.183941,-0.617113,-0.147703,0.261800,1.912808,-0.249396,1.700000,1.361186,-0.138740,0.416779,-0.015184,-0.120189,0.132648,-0.149970
-0.846132,-0.007758,-0.018801,0.798597,-0.527316,0.004128,0.225920,-0.325114,0.130166,0.728231,0.225238,1.146608,0.166118,-0.070680,-0.036366,2.184187,-0.616381,-0.147148,0.261800,1.921974,-0.250345,1.700000,1.361345,-0.138779,0.416796,-0.015211,-0.120770,0.133681,-0.150615
-0.845399,-0.007126,-0.017271,0.798377,-0.527358,0.003679,0.226342,-0.326009,0.131177,0.727346,0.224473,1.148043,0.167221,-0.070365,-0.035735,2.184959,-0.615158,-0.147318,0.261800,1.924916,-0.252258,1.700000,1.362162,-0.138016,0.416628,-0.015223,-0.120846,0.134237,-0.151709
-0.844803,-0.006376,-0.015830,0.798042,-0.527267,0.003155,0.226474,-0.326836,0.132246,0.726247,0.223765,1.149000,0.168247,-0.069862,-0.035412,2.185651,-0.613745,-0.147609,0.261800,1.927350,-0.253892,1.700000,1.362894,-0.137282,0.416055,-0.015308,-0.120883,0.134550,-0.152231
-0.844481,-0.005388,-0.014565,0.797473,-0.526909,0.002482,0.226028,-0.327528,0.133428,0.724723,0.223173,1.149000,0.169118,-0.068984,-0.035705,2.186183,-0.611952,-0.148142,0.261800,1.928769,-0.254968,1.700000,1.363453,-0.136607,0.414672,-0.015536,-0.120844,0.134380,-0.151613
-0.844072,-0.004601,-0.013285,0.797135,-0.527074,0.001716,0.226255,-0.328410,0.134392,0.723596,0.222703,1.149000,0.169429,-0.068515,-0.036019,2.187016,-0.610669,-0.147942,0.261800,1.929689,-0.255419,1.700000,1.364236,-0.136081,0.413463,-0.015620,-0.120825,0.133913,-0.151782
-0.843619,-0.003916,-0.011996,0.796912,-0.527501,0.000903,0.226818,-0.329387,0.135245,0.722668,0.222296,1.149000,0.169461,-0.068250,-0.036344,2.188000,-0.609640,-0.147375,0.261800,1.930359,-0.255558,1.700000,1.365131,-0.135630,0.412341,-0.015630,-0.120817,0.133298,-0.152345
-0.843187,-0.003365,-0.011162,0.796566,-0.527393,0.000787,0.226612,-0.329243,0.135787,0.721355,0.222175,1.149000,0.169792,-0.067561,-0.036579,2.189273,-0.608809,-0.147501,0.261800,1.931033,-0.255188,1.700000,1.366165,-0.135725,0.411613,-0.015747,-0.120598,0.132710,-0.152508
-0.842994,-0.002733,-0.010338,0.796060,-0.527420,0.000672,0.226334,-0.329667,0.136337,0.720326,0.222025,1.149000,0.170221,-0.067135,-0.036688,2.190511,-0.608055,-0.147491,0.261800,1.931677,-0.254820,1.700000,1.366934,-0.135955,0.411022,-0.015866,-0.120341,0.132393,-0.152677
-0.843281,-0.001939,-0.009532,0.795232,-0.527716,0.000559,0.225913,-0.331228,0.136902,0.719865,0.221816,1.149000,0.170849,-0.067236,-0.036545,2.191681,-0.607456,-0.147209,0.261800,1.932263,-0.254458,1.700000,1.367175,-0.136453,0.410700,-0.015988,-0.120009,0.132615,-0.152857
-0.843359,-0.001755,-0.008693,0.794591,-0.527611,0.000203,0.225784,-0.331994,0.137437,0.719012,0.221635,1.149000,0.170906,-0.067130,-0.036018,2.192728,-0.606794,-0.146915,0.261800,1.932571,-0.254054,1.700000,1.367165,-0.136157,0.410373,-0.016005,-0.119894,0.133244,-0.153382
-0.843333,-0.001876,-0.007837,0.794043,-0.527305,-0.000275,0.225800,-0.332363,0.137958,0.717964,0.221467,1.149000,0.170679,-0.066921,-0.035300,2.193712,-0.606101,-0.146615,0.261800,1.932739,-0.253629,1.700000,1.367031,-0.135464,0.410043,-0.015970,-0.119889,0.134075,-0.154079
-0.843247,-0.001822,-0.006872,0.792555,-0.527039,-0.000491,0.225572,-0.332895,0.137871,0.715524,0.220823,1.149000,0.170281,-0.065939,-0.034781,2.194675,-0.605872,-0.146763,0.261800,1.932933,-0.253009,1.700000,1.368388,-0.135498,0.408971,-0.016209,-0.119348,0.133566,-0.154081
-0.843046,-0.001980,-0.006040,0.791544,-0.526720,-0.000615,0.225703,-0.333242,0.137934,0.713360,0.220398,1.149000,0.169903,-0.065078,-0.033880,2.195437,-0.605585,-0.146839,0.261800,1.932935,-0.252537,1.700000,1.369483,-0.135425,0.408127,-0.016572,-0.119023,0.133357,-0.154195
-0.842615,-0.002563,-0.005473,0.791486,-0.526297,-0.000552,0.226551,-0.333216,0.138297,0.711747,0.220413,1.149000,0.169564,-0.064460,-0.032215,2.195801,-0.605184,-0.146772,0.261800,1.932556,-0.252362,1.700000,1.370051,-0.135138,0.407739,-0.017182,-0.119130,0.133748,-0.154536
-0.842758,-0.003092,-0.004870,0.791110,-0.526423,-0.000513,0.226993,-0.333357,0.139059,0.710792,0.220524,1.149000,0.169355,-0.063847,-0.031003,2.195966,-0.605011,-0.146824,0.261800,1.932160,-0.252012,1.700000,1.370447,-0.134908,0.407251,-0.017440,-0.119292,0.133661,-0.154893
-0.843187,-0.003595,-0.004249,0.790577,-0.526823,-0.000488,0.227231,-0.333580,0.140022,0.710167,0.220683,1.149000,0.169212,-0.063237,-0.030018,2.196033,-0.604952,-0.146934,0.261800,1.931757,-0.251576,1.700000,1.370758,-0.134708,0.406712,-0.017522,-0.119482,0.133335,-0.155258
-0.843926,-0.004461,-0.003578,0.788358,-0.526581,0.000526,0.225924,-0.333216,0.138554,0.708906,0.219505,1.149000,0.169719,-0.061938,-0.028651,2.196118,-0.606240,-0.146767,0.261800,1.932146,-0.251976,1.700000,1.370843,-0.135065,0.406230,-0.018065,-0.119330,0.133715,-0.155332
-0.844620,-0.005152,-0.003018,0.786798,-0.526257,0.001428,0.225088,-0.333103,0.137548,0.707598,0.218623,1.149000,0.170399,-0.060752,-0.027268,2.196092,-0.607321,-0.146728,0.261800,1.932476,-0.252325,1.700000,1.370955,-0.135613,0.405541,-0.018185,-0.119061,0.133379,-0.155330
-0.845223,-0.005494,-0.002682,0.786559,-0.525773,0.002105,0.225195,-0.333491,0.137464,0.706200,0.218329,1.149000,0.171426,-0.059789,-0.025854,2.195844,-0.607986,-0.146943,0.261800,1.932685,-0.252570,1.700000,1.371118,-0.136541,0.404439,-0.017460,-0.118559,0.131607,-0.155176
-0.845447,-0.005719,-0.002277,0.786141,-0.524662,0.003332,0.225013,-0.333266,0.137094,0.704504,0.217836,1.149000,0.172606,-0.058140,-0.024914,2.195935,-0.609103,-0.147190,0.261800,1.932764,-0.253110,1.700000,1.371312,-0.136334,0.403334,-0.016992,-0.118055,0.130008,-0.154685
-0.845480,-0.005886,-0.001838,0.785634,-0.523238,0.004834,0.224687,-0.332735,0.136581,0.702658,0.217243,1.149000,0.173862,-0.056146,-0.024212,2.196195,-0.610447,-0.147453,0.261800,1.932780,-0.253797,1.700000,1.371521,-0.135559,0.402228,-0.016653,-0.117552,0.128494,-0.154026
-0.846143,-0.006818,-0.001756,0.786501,-0.523018,0.006369,0.226124,-0.332963,0.136672,0.703279,0.217874,1.149000,0.175021,-0.055606,-0.023828,2.196440,-0.612241,-0.146880,0.261800,1.932772,-0.254505,1.700000,1.369947,-0.135547,0.401814,-0.016351,-0.118045,0.127986,-0.155086
-0.846899,-0.008308,-0.001681,0.787275,-0.522857,0.008391,0.226883,-0.332632,0.137323,0.703264,0.218910,1.149000,0.175713,-0.054189,-0.023234,2.196112,-0.614392,-0.146694,0.261800,1.933494,-0.255743,1.700000,1.369014,-0.135616,0.401352,-0.016407,-0.118233,0.127708,-0.155801
-0.847838,-0.010913,-0.001619,0.787860,-0.522817,0.011386,0.226288,-0.331184,0.139095,0.701976,0.220756,1.149000,0.175469,-0.051018,-0.022219,2.194640,-0.617254,-0.147281,0.261800,1.935675,-0.258040,1.700000,1.369366,-0.135848,0.400794,-0.017181,-0.117810,0.127887,-0.155826
-0.847439,-0.010220,-0.001766,0.787392,-0.522318,0.013697,0.226997,-0.332183,0.138470,0.700001,0.219979,1.149000,0.177766,-0.049880,-0.022090,2.194586,-0.619730,-0.147190,0.261800,1.936533,-0.259198,1.700000,1.369104,-0.136623,0.400981,-0.017694,-0.117754,0.128193,-0.156605
-0.846369,-0.007879,-0.002016,0.786398,-0.521590,0.015667,0.228359,-0.334408,0.136646,0.697684,0.217891,1.149000,0.181334,-0.049757,-0.022402,2.195241,-0.622013,-0.146759,0.261800,1.936730,-0.259788,1.700000,1.368535,-0.137669,0.401541,-0.018076,-0.117883,0.128562,-0.157760
-0.846440,-0.008100,-0.001898,0.786876,-0.520862,0.017786,0.230243,-0.335018,0.135554,0.696636,0.217255,1.149000,0.183888,-0.049043,-0.021900,2.195818,-0.623791,-0.145929,0.261800,1.936900,-0.260482,1.700000,1.367732,-0.138290,0.401430,-0.018072,-0.117575,0.129375,-0.158306
-0.846465,-0.008365,-0.001821,0.787448,-0.520180,0.019731,0.231817,-0.335382,0.134702,0.695983,0.216938,1.149000,0.186261,-0.048529,-0.021163,2.196364,-0.625359,-0.145387,0.261800,1.937054,-0.261124,1.700000,1.367073,-0.139039,0.401046,-0.018090,-0.117279,0.129448,-0.158795
-0.846400,-0.008723,-0.001822,0.788207,-0.519587,0.021330,0.232770,-0.335256,0.134328,0.696121,0.217260,1.149000,0.188272,-0.048415,-0.019954,2.196847,-0.626508,-0.145425,0.261800,1.937176,-0.261667,1.700000,1.366703,-0.140044,0.400116,-0.018150,-0.117007,0.128044,-0.159168
-0.846387,-0.009008,-0.001888,0.788920,-0.519427,0.023061,0.233955,-0.335294,0.134130,0.696854,0.217714,1.149000,0.189907,-0.048285,-0.019329,2.197807,-0.627977,-0.144989,0.261800,1.937236,-0.262265,1.700000,1.366153,-0.140184,0.399846,-0.018259,-0.116994,0.128080,-0.159693
-0.846401,-0.009258,-0.001986,0.789609,-0.519482,0.024860,0.235257,-0.335413,0.134021,0.697885,0.218234,1.149000,0.191355,-0.048147,-0.018997,2.199004,-0.629605,-0.144315,0.261800,1.937265,-0.262890,1.700000,1.365515,-0.139890,0.399905,-0.018393,-0.117109,0.128835,-0.160294
-0.846471,-0.008814,-0.002391,0.788593,-0.519180,0.026793,0.234675,-0.335354,0.132786,0.696679,0.217766,1.149000,0.193396,-0.047313,-0.019040,2.200000,-0.631422,-0.144832,0.261800,1.938127,-0.263802,1.700000,1.365519,-0.140192,0.400076,-0.019310,-0.117017,0.129620,-0.160950
-0.847210,-0.009178,-0.002633,0.788120,-0.518925,0.029108,0.233751,-0.334558,0.132551,0.696453,0.218321,1.149000,0.194609,-0.046553,-0.019066,2.200744,-0.633517,-0.145165,0.261800,1.939577,-0.264924,1.700000,1.365493,-0.140421,0.400095,-0.019883,-0.116856,0.130294,-0.161456
-0.849289,-0.011159,-0.002549,0.788736,-0.518765,0.032189,0.232144,-0.332289,0.134315,0.698189,0.220922,1.149000,0.194166,-0.045941,-0.019061,2.200984,-0.636164,-0.145127,0.261800,1.942203,-0.266465,1.700000,1.365409,-0.140506,0.399807,-0.019766,-0.116556,0.130745,-0.161661
-0.849099,-0.010769,-0.002981,0.788444,-0.518676,0.034410,0.232349,-0.332424,0.133439,0.698049,0.220990,1.149000,0.195984,-0.045942,-0.018956,2.201848,-0.638259,-0.144907,0.261800,1.943143,-0.267655,1.700000,1.364684,-0.140855,0.400487,-0.020595,-0.116745,0.131638,-0.162344
-0.847775,-0.009194,-0.003671,0.787697,-0.518623,0.036200,0.233461,-0.333762,0.131243,0.696972,0.219791,1.149000,0.198931,-0.046249,-0.018801,2.203023,-0.640076,-0.144596,0.261800,1.943240,-0.268670,1.700000,1.363639,-0.141335,0.401652,-0.021897,-0.117178,0.132752,-0.163266
-0.848083,-0.008713,-0.003738,0.787697,-0.518657,0.037143,0.233035,-0.333926,0.130946,0.697784,0.219354,1.149000,0.200485,-0.046709,-0.018775,2.204945,-0.640351,-0.144908,0.261800,1.943614,-0.268062,1.700000,1.362679,-0.141836,0.401131,-0.022221,-0.117221,0.132345,-0.163134
-0.848812,-0.009048,-0.003871,0.787905,-0.518754,0.038566,0.232315,-0.333590,0.131218,0.698692,0.219948,1.149000,0.201189,-0.046871,-0.018679,2.206726,-0.641404,-0.145155,0.261800,1.944630,-0.268047,1.700000,1.362222,-0.141814,0.400957,-0.022401,-0.117054,0.132785,-0.163235
-0.850382,-0.011016,-0.004137,0.788528,-0.518978,0.040949,0.231003,-0.332256,0.132626,0.699790,0.222600,1.149000,0.200192,-0.046437,-0.018440,2.208224,-0.644011,-0.145273,0.261800,1.946930,-0.269218,1.700000,1.362773,-0.140747,0.401476,-0.022290,-0.116469,0.134919,-0.163803
-0.850035,-0.010183,-0.004514,0.788428,-0.519042,0.042124,0.230924,-0.332641,0.132508,0.700159,0.222622,1.149000,0.201324,-0.046901,-0.018939,2.210009,-0.644731,-0.145096,0.261800,1.947546,-0.269260,1.700000,1.362492,-0.140218,0.401151,-0.022748,-0.116539,0.135994,-0.164239
-0.848730,-0.007949,-0.004946,0.787967,-0.519026,0.042696,0.231461,-0.333887,0.131627,0.700162,0.221327,1.149000,0.203519,-0.047814,-0.019808,2.211938,-0.644508,-0.144772,0.261800,1.947319,-0.268737,1.700000,1.361796,-0.139959,0.400403,-0.023489,-0.116935,0.136540,-0.164610
-0.850403,-0.009625,-0.004672,0.788862,-0.519404,0.045017,0.230494,-0.332687,0.132521,0.701608,0.223064,1.148998,0.203365,-0.047723,-0.018653,2.213341,-0.646237,-0.144810,0.261800,1.949464,-0.269350,1.700000,1.361446,-0.141109,0.400272,-0.023833,-0.116384,0.136436,-0.164851
-0.851066,-0.010223,-0.004420,0.789753,-0.519425,0.046512,0.230771,-0.332017,0.132748,0.702896,0.223700,1.148997,0.203661,-0.047969,-0.018133,2.214943,-0.647118,-0.144521,0.261800,1.950538,-0.269453,1.700000,1.361276,-0.141790,0.399684,-0.024286,-0.116060,0.136237,-0.165391
