joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
-0.887700,-0.039737,-0.052352,0.746294,-0.548687,0.328114,0.192626,-0.323752,0.148461,0.760584,0.249244,0.359153,0.129078,-0.113580,-0.031623,2.251500,-0.999099,-0.110272,0.261800,1.374218,-0.208887,1.626178,1.234879,-0.206856,0.430020,-0.131992,-0.133559,0.152307,-0.140099
-0.888051,-0.039820,-0.052377,0.747024,-0.548368,0.328677,0.193346,-0.323835,0.149151,0.760483,0.249869,0.359367,0.129567,-0.113339,-0.032198,2.251500,-0.998519,-0.109891,0.261800,1.373734,-0.208820,1.626200,1.234640,-0.205881,0.429806,-0.131708,-0.133699,0.153164,-0.141007
-0.888625,-0.040022,-0.052497,0.747026,-0.548262,0.329037,0.193264,-0.324220,0.149466,0.760041,0.249688,0.359196,0.130003,-0.112389,-0.031696,2.251500,-0.997560,-0.110579,0.261800,1.374003,-0.208153,1.626305,1.235371,-0.206290,0.429317,-0.131817,-0.133494,0.152784,-0.140809
-0.889194,-0.040165,-0.052702,0.747152,-0.548179,0.329510,0.193227,-0.324382,0.149986,0.759882,0.249740,0.359142,0.130350,-0.111630,-0.031129,2.251500,-0.996637,-0.110847,0.261800,1.374257,-0.207391,1.626257,1.235690,-0.206575,0.428801,-0.131839,-0.133292,0.152470,-0.140350
-0.889751,-0.040193,-0.053074,0.747528,-0.548141,0.330211,0.193279,-0.324100,0.150920,0.760291,0.250255,0.359320,0.130520,-0.111252,-0.030432,2.251500,-0.995786,-0.110276,0.261800,1.374480,-0.206438,1.625906,1.235186,-0.206612,0.428231,-0.131689,-0.133095,0.152292,-0.139371
-0.890463,-0.039865,-0.053036,0.747878,-0.547779,0.330804,0.193632,-0.324511,0.151182,0.760246,0.250390,0.359327,0.130677,-0.110747,-0.030477,2.251500,-0.995517,-0.110129,0.261800,1.374589,-0.205481,1.625317,1.235116,-0.206631,0.427827,-0.131624,-0.132665,0.152562,-0.138903
-0.891254,-0.039358,-0.052793,0.748215,-0.547255,0.331345,0.194135,-0.325269,0.151109,0.759975,0.250335,0.359249,0.130826,-0.110177,-0.030893,2.251500,-0.995539,-0.110193,0.261800,1.374642,-0.204521,1.624609,1.235263,-0.206641,0.427506,-0.131600,-0.132118,0.153057,-0.138691
-0.891997,-0.039129,-0.053109,0.748399,-0.546959,0.331318,0.193593,-0.325102,0.152002,0.761115,0.251042,0.359927,0.129957,-0.110678,-0.031319,2.251500,-0.994890,-0.109521,0.261800,1.375504,-0.203032,1.624569,1.236141,-0.206850,0.426882,-0.131062,-0.131236,0.153346,-0.136924
-0.892594,-0.038643,-0.053203,0.748369,-0.546653,0.331353,0.193168,-0.324988,0.152289,0.761649,0.251187,0.360451,0.129329,-0.110735,-0.031283,2.251500,-0.994141,-0.109239,0.261800,1.376079,-0.201658,1.624279,1.237213,-0.207366,0.426087,-0.130953,-0.130554,0.153708,-0.135707
-0.892896,-0.037645,-0.052852,0.747911,-0.546327,0.331512,0.192980,-0.324981,0.151365,0.760971,0.250208,0.360669,0.129183,-0.109907,-0.030326,2.251500,-0.993195,-0.109737,0.261800,1.376077,-0.200510,1.623489,1.238672,-0.208497,0.424950,-0.131702,-0.130269,0.154215,-0.135594
-0.893108,-0.037075,-0.052771,0.748140,-0.545810,0.331813,0.193095,-0.325124,0.150738,0.760589,0.249812,0.360798,0.129210,-0.108492,-0.029860,2.251500,-0.992796,-0.110084,0.261800,1.376112,-0.199483,1.623042,1.239554,-0.208827,0.424483,-0.131993,-0.129883,0.154653,-0.134962
-0.893275,-0.036718,-0.052827,0.748713,-0.545197,0.332186,0.193362,-0.325340,0.150261,0.760353,0.249707,0.360882,0.129324,-0.106784,-0.029640,2.251500,-0.992671,-0.110354,0.261800,1.376166,-0.198515,1.622765,1.240146,-0.208754,0.424349,-0.132054,-0.129447,0.155056,-0.134069
-0.893824,-0.036287,-0.053211,0.749063,-0.545133,0.332448,0.192992,-0.325198,0.150364,0.761426,0.249879,0.361156,0.129399,-0.106629,-0.030395,2.251500,-0.992548,-0.110535,0.261800,1.376246,-0.197804,1.622311,1.240628,-0.208857,0.424362,-0.132221,-0.129154,0.155366,-0.133037
-0.894754,-0.036077,-0.053572,0.749670,-0.545262,0.332595,0.193070,-0.325262,0.150519,0.763250,0.250147,0.361514,0.129243,-0.106762,-0.030906,2.251500,-0.992447,-0.110313,0.261800,1.376304,-0.197208,1.621889,1.240977,-0.208755,0.424365,-0.132258,-0.128920,0.156003,-0.132173
-0.896447,-0.036311,-0.053887,0.750789,-0.545778,0.332510,0.194042,-0.325738,0.150775,0.766578,0.250607,0.362039,0.128624,-0.107472,-0.030930,2.251500,-0.992392,-0.109285,0.261800,1.376317,-0.196842,1.621528,1.241059,-0.208244,0.424351,-0.132035,-0.128802,0.157292,-0.131647
-0.897710,-0.036184,-0.053935,0.751522,-0.546024,0.332541,0.193833,-0.325692,0.150672,0.769991,0.250719,0.362268,0.128318,-0.108659,-0.030571,2.251500,-0.992548,-0.108452,0.261800,1.376108,-0.196604,1.621007,1.241126,-0.207845,0.424690,-0.132101,-0.128846,0.158776,-0.131411
-0.898758,-0.035875,-0.053849,0.752061,-0.546135,0.332628,0.193034,-0.325387,0.150389,0.773446,0.250655,0.362349,0.128169,-0.110086,-0.030019,2.251500,-0.992810,-0.107715,0.261800,1.375789,-0.196429,1.620407,1.241187,-0.207503,0.425205,-0.132312,-0.128970,0.160356,-0.131319
-0.899900,-0.035585,-0.054231,0.752860,-0.546282,0.332409,0.192836,-0.325139,0.150721,0.775548,0.251110,0.362662,0.128295,-0.110122,-0.031036,2.251500,-0.992488,-0.107939,0.261800,1.375733,-0.196045,1.620203,1.241097,-0.207264,0.424774,-0.132114,-0.128753,0.160625,-0.130701
-0.900771,-0.035323,-0.054504,0.753473,-0.546555,0.332110,0.192557,-0.324842,0.151010,0.777795,0.251416,0.363111,0.128300,-0.110445,-0.031670,2.251500,-0.992072,-0.108097,0.261800,1.375541,-0.195823,1.619916,1.241045,-0.206974,0.424534,-0.132093,-0.128582,0.160557,-0.130146
-0.901099,-0.035120,-0.054558,0.753711,-0.547082,0.331656,0.192114,-0.324448,0.151216,0.780335,0.251423,0.363832,0.128062,-0.111341,-0.031535,2.251500,-0.991469,-0.108125,0.261800,1.375075,-0.195926,1.619464,1.241068,-0.206579,0.424679,-0.132430,-0.128500,0.159811,-0.129719
-0.902104,-0.034734,-0.054485,0.753761,-0.547416,0.331504,0.191020,-0.323975,0.151051,0.782475,0.251268,0.364043,0.128559,-0.112439,-0.031941,2.251500,-0.991147,-0.108204,0.261800,1.374555,-0.196203,1.619140,1.241745,-0.207026,0.424966,-0.132702,-0.128238,0.159453,-0.129852
-0.903448,-0.034255,-0.054348,0.753718,-0.547653,0.331504,0.189602,-0.323462,0.150699,0.784415,0.251033,0.363997,0.129422,-0.113639,-0.032618,2.251500,-0.990965,-0.108309,0.261800,1.374008,-0.196565,1.618881,1.242748,-0.207893,0.425325,-0.132940,-0.127886,0.159288,-0.130266
-0.904175,-0.034067,-0.054453,0.754037,-0.548549,0.330905,0.188520,-0.322505,0.151887,0.787814,0.251622,0.365157,0.128693,-0.115371,-0.032981,2.251500,-0.990917,-0.107682,0.261800,1.373941,-0.196416,1.618481,1.242579,-0.207299,0.425035,-0.133085,-0.127846,0.158754,-0.129843
-0.904743,-0.033698,-0.054487,0.754170,-0.548869,0.330266,0.187662,-0.321776,0.152446,0.789999,0.251564,0.366051,0.128151,-0.116380,-0.033229,2.251500,-0.990735,-0.107436,0.261800,1.373912,-0.196412,1.618217,1.242745,-0.206772,0.424846,-0.133161,-0.127658,0.158455,-0.129541
-0.904991,-0.032968,-0.054381,0.753935,-0.548033,0.329549,0.187253,-0.321503,0.151746,0.789756,0.250209,0.366412,0.127984,-0.115942,-0.033245,2.251500,-0.990283,-0.107949,0.261800,1.373962,-0.196698,1.618229,1.243582,-0.206379,0.424863,-0.133097,-0.127175,0.158627,-0.129482
-0.904745,-0.032186,-0.054226,0.753544,-0.547552,0.329019,0.186665,-0.321183,0.151489,0.789240,0.249186,0.367152,0.127663,-0.115669,-0.033222,2.251500,-0.989823,-0.108603,0.261800,1.373835,-0.196786,1.618216,1.244056,-0.205309,0.424582,-0.133125,-0.126976,0.158684,-0.129661
-0.904254,-0.031376,-0.054046,0.753076,-0.547248,0.328582,0.185989,-0.320839,0.151453,0.788588,0.248329,0.368082,0.127264,-0.115478,-0.033179,2.251500,-0.989361,-0.109329,0.261800,1.373621,-0.196775,1.618191,1.244349,-0.203902,0.424151,-0.133200,-0.126920,0.158683,-0.129960
-0.903818,-0.030903,-0.054658,0.753688,-0.547279,0.328102,0.186571,-0.320457,0.151923,0.788441,0.248632,0.368998,0.126760,-0.114826,-0.033657,2.251500,-0.988779,-0.108947,0.261800,1.374012,-0.196728,1.618253,1.244042,-0.203151,0.424260,-0.132951,-0.126993,0.158831,-0.130334
-0.903473,-0.030615,-0.055063,0.754166,-0.547309,0.327668,0.186840,-0.319904,0.152264,0.788319,0.249010,0.369884,0.126310,-0.114295,-0.033891,2.251500,-0.988280,-0.108600,0.261800,1.374260,-0.196718,1.618393,1.243864,-0.202620,0.424312,-0.132778,-0.126985,0.158703,-0.130540
-0.903312,-0.030699,-0.055053,0.754377,-0.547335,0.327322,0.186486,-0.319007,0.152350,0.788245,0.249537,0.370711,0.125969,-0.114006,-0.033639,2.251500,-0.987946,-0.108326,0.261800,1.374224,-0.196782,1.618688,1.243945,-0.202527,0.424251,-0.132754,-0.126814,0.158021,-0.130411
-0.903167,-0.030451,-0.055441,0.754210,-0.547135,0.327211,0.186290,-0.319346,0.152630,0.786916,0.249497,0.371461,0.125411,-0.112790,-0.032558,2.251500,-0.987615,-0.108839,0.261800,1.374551,-0.196840,1.618867,1.244203,-0.202463,0.424787,-0.132241,-0.126269,0.157935,-0.130795
-0.903030,-0.030037,-0.056028,0.753853,-0.546821,0.327219,0.186173,-0.320302,0.153007,0.784961,0.249174,0.372172,0.124744,-0.111108,-0.031063,2.251500,-0.987285,-0.109748,0.261800,1.375060,-0.196895,1.618989,1.244548,-0.202413,0.425620,-0.131483,-0.125537,0.158145,-0.131435
-0.902589,-0.030124,-0.056597,0.753881,-0.546749,0.326969,0.186573,-0.320361,0.153862,0.783615,0.249892,0.372822,0.124354,-0.109441,-0.030108,2.251500,-0.986874,-0.110058,0.261800,1.375619,-0.196962,1.619553,1.244713,-0.201888,0.426290,-0.130823,-0.125098,0.156774,-0.132016
-0.902129,-0.030077,-0.057112,0.753935,-0.546606,0.326768,0.187090,-0.320401,0.154426,0.782275,0.250412,0.373444,0.124020,-0.108029,-0.029549,2.251500,-0.986198,-0.110334,0.261800,1.376077,-0.197093,1.620044,1.244974,-0.201359,0.427024,-0.130297,-0.124779,0.156107,-0.132523
-0.901631,-0.029762,-0.057517,0.754038,-0.546322,0.326666,0.187840,-0.320402,0.154409,0.780949,0.250534,0.374012,0.123799,-0.107131,-0.029785,2.251500,-0.984991,-0.110545,0.261800,1.376336,-0.197353,1.620386,1.245428,-0.200819,0.427883,-0.130041,-0.124698,0.156850,-0.132879
-0.901469,-0.029413,-0.057760,0.754177,-0.545996,0.326499,0.187852,-0.320031,0.154343,0.779836,0.250312,0.374701,0.123726,-0.106285,-0.029432,2.251500,-0.983988,-0.110646,0.261800,1.376487,-0.197443,1.620603,1.246112,-0.201058,0.428384,-0.130060,-0.124681,0.157443,-0.133017
-0.901473,-0.029046,-0.057923,0.754332,-0.545650,0.326298,0.187494,-0.319473,0.154252,0.778829,0.249917,0.375450,0.123726,-0.105466,-0.028785,2.251500,-0.983087,-0.110691,0.261800,1.376584,-0.197448,1.620757,1.246911,-0.201687,0.428705,-0.130215,-0.124696,0.157962,-0.133045
-0.899852,-0.027954,-0.058725,0.754202,-0.544627,0.326124,0.187791,-0.319371,0.154271,0.775936,0.249707,0.376133,0.124106,-0.102841,-0.028383,2.251500,-0.982694,-0.111736,0.261800,1.376542,-0.198102,1.621651,1.248038,-0.200108,0.428812,-0.130007,-0.124430,0.158565,-0.132913
-0.898623,-0.027092,-0.059471,0.754187,-0.543829,0.326053,0.188212,-0.319489,0.154245,0.773657,0.249522,0.376659,0.124560,-0.100594,-0.027997,2.251500,-0.982395,-0.112520,0.261800,1.376549,-0.198734,1.622418,1.248976,-0.198877,0.429044,-0.129818,-0.124253,0.159220,-0.133077
-0.898180,-0.026690,-0.060108,0.754399,-0.543482,0.326192,0.188880,-0.320048,0.154129,0.772608,0.249386,0.376870,0.125159,-0.099100,-0.027640,2.251500,-0.982283,-0.112784,0.261800,1.376654,-0.199322,1.622931,1.249534,-0.198341,0.429528,-0.129667,-0.124253,0.159978,-0.133832
-0.897755,-0.025982,-0.060793,0.754663,-0.543095,0.326382,0.189283,-0.320642,0.153574,0.771030,0.249008,0.376775,0.126591,-0.097833,-0.026845,2.251500,-0.982014,-0.113434,0.261800,1.376467,-0.200314,1.623445,1.249979,-0.198433,0.429952,-0.129600,-0.124150,0.159776,-0.133928
-0.897337,-0.025120,-0.061504,0.754953,-0.542690,0.326598,0.189554,-0.321255,0.152801,0.769189,0.248508,0.376526,0.128439,-0.096678,-0.025832,2.251500,-0.981667,-0.114276,0.261800,1.376135,-0.201507,1.623961,1.250368,-0.198839,0.430348,-0.129575,-0.123996,0.159093,-0.133696
-0.897280,-0.024715,-0.062120,0.755503,-0.542897,0.327349,0.189900,-0.322394,0.152458,0.768373,0.248721,0.376059,0.130314,-0.095951,-0.025429,2.251500,-0.982087,-0.114314,0.261800,1.375668,-0.203072,1.624416,1.250685,-0.199883,0.431343,-0.129223,-0.123800,0.158445,-0.133740
-0.897201,-0.024217,-0.062655,0.755850,-0.543016,0.327887,0.190195,-0.323464,0.152222,0.767627,0.248816,0.375687,0.132076,-0.095145,-0.024939,2.251500,-0.982648,-0.114529,0.261800,1.375242,-0.204545,1.624746,1.250949,-0.200385,0.431882,-0.128809,-0.123415,0.157908,-0.133573
-0.897080,-0.023534,-0.063029,0.755789,-0.542960,0.328000,0.190389,-0.324397,0.152200,0.767019,0.248678,0.375508,0.133611,-0.094181,-0.024277,2.251500,-0.983494,-0.115095,0.261800,1.374898,-0.205833,1.624827,1.251107,-0.199803,0.431506,-0.128270,-0.122653,0.157594,-0.132984
-0.896907,-0.022940,-0.063549,0.756357,-0.542829,0.328600,0.191400,-0.325193,0.151919,0.766590,0.248828,0.375035,0.135337,-0.093403,-0.023847,2.251500,-0.984442,-0.114731,0.261800,1.374459,-0.207323,1.625177,1.251205,-0.199210,0.431550,-0.127570,-0.122038,0.157837,-0.132960
-0.896709,-0.022389,-0.064141,0.757240,-0.542660,0.329444,0.192819,-0.325921,0.151508,0.766250,0.249122,0.374415,0.137157,-0.092716,-0.023531,2.251500,-0.985441,-0.113903,0.261800,1.373972,-0.208913,1.625661,1.251274,-0.198613,0.431804,-0.126790,-0.121496,0.158357,-0.133216
-0.896379,-0.021550,-0.064711,0.756983,-0.542498,0.329556,0.193014,-0.326710,0.150984,0.764741,0.248736,0.373797,0.139413,-0.091116,-0.023524,2.251500,-0.984864,-0.114888,0.261800,1.373621,-0.210352,1.625829,1.251044,-0.199085,0.432558,-0.126841,-0.121381,0.157732,-0.132734
-0.896462,-0.020909,-0.065195,0.757109,-0.542350,0.329716,0.193177,-0.327265,0.150488,0.763590,0.248389,0.373090,0.141409,-0.089605,-0.023503,2.251500,-0.984823,-0.115516,0.261800,1.373465,-0.211605,1.625972,1.250620,-0.199849,0.433299,-0.126755,-0.121204,0.157109,-0.132389
-0.897372,-0.020661,-0.065506,0.758002,-0.542231,0.329975,0.193280,-0.327354,0.150051,0.763154,0.248121,0.372203,0.142885,-0.088273,-0.023457,2.251500,-0.985854,-0.115432,0.261800,1.373700,-0.212487,1.626063,1.249806,-0.201200,0.434012,-0.126397,-0.120903,0.156488,-0.132320
-0.897450,-0.020102,-0.066211,0.758911,-0.541488,0.330026,0.193929,-0.327271,0.150087,0.762761,0.248294,0.371731,0.144205,-0.087257,-0.023693,2.251500,-0.985905,-0.115465,0.261800,1.374103,-0.213271,1.626478,1.249430,-0.201907,0.434498,-0.126158,-0.120566,0.156318,-0.131973
-0.897110,-0.019388,-0.067111,0.759828,-0.540435,0.329972,0.194849,-0.327102,0.150360,0.762389,0.248687,0.371466,0.145447,-0.086399,-0.024070,2.251500,-0.985467,-0.115557,0.261800,1.374590,-0.214006,1.627056,1.249274,-0.202291,0.434871,-0.125979,-0.120210,0.156371,-0.131488
-0.897127,-0.018556,-0.067763,0.760356,-0.540109,0.329598,0.194800,-0.326946,0.150410,0.761981,0.248249,0.371432,0.146229,-0.085460,-0.024772,2.251500,-0.985314,-0.115846,0.261800,1.375118,-0.214615,1.627452,1.249112,-0.202603,0.435824,-0.126054,-0.120263,0.156727,-0.131230
-0.897219,-0.018235,-0.068306,0.760740,-0.539992,0.329225,0.194849,-0.326599,0.150213,0.762031,0.248050,0.371424,0.146784,-0.084703,-0.024665,2.251500,-0.985158,-0.115944,0.261800,1.375559,-0.215205,1.627954,1.248880,-0.202608,0.436738,-0.125952,-0.120233,0.156733,-0.131010
-0.897463,-0.018934,-0.068631,0.760834,-0.540294,0.328853,0.195097,-0.325870,0.149525,0.762999,0.248332,0.371469,0.146882,-0.084311,-0.022943,2.251500,-0.984997,-0.115662,0.261800,1.375825,-0.215754,1.628667,1.248505,-0.201999,0.437573,-0.125494,-0.120035,0.156042,-0.130863
-0.897501,-0.018934,-0.069267,0.761216,-0.539797,0.328690,0.195539,-0.325584,0.149065,0.762216,0.247975,0.371508,0.147684,-0.083070,-0.022461,2.251500,-0.984572,-0.115844,0.261800,1.376027,-0.216238,1.629343,1.248524,-0.201995,0.438534,-0.125251,-0.119842,0.155683,-0.130607
-0.897436,-0.018584,-0.070059,0.761740,-0.538900,0.328631,0.196078,-0.325521,0.148717,0.760556,0.247298,0.371546,0.148836,-0.081404,-0.022599,2.251500,-0.984016,-0.116258,0.261800,1.376196,-0.216688,1.630000,1.248740,-0.202294,0.439559,-0.125116,-0.119652,0.155489,-0.130298
-0.897087,-0.017948,-0.070938,0.762574,-0.538259,0.328427,0.196598,-0.325590,0.148889,0.760334,0.246749,0.372121,0.149326,-0.080733,-0.021096,2.251500,-0.983743,-0.116355,0.261800,1.376546,-0.216963,1.630394,1.248837,-0.201989,0.440083,-0.124854,-0.119372,0.155094,-0.130338
-0.896584,-0.017262,-0.071813,0.763275,-0.537671,0.328032,0.196825,-0.325292,0.148994,0.760053,0.246128,0.372784,0.149651,-0.080043,-0.020009,2.251500,-0.983216,-0.116573,0.261800,1.376949,-0.217225,1.630853,1.248834,-0.201774,0.440584,-0.124721,-0.119240,0.154615,-0.130353
-0.895772,-0.016477,-0.072678,0.763712,-0.537189,0.327251,0.196467,-0.324261,0.148966,0.759655,0.245367,0.373623,0.149649,-0.079312,-0.019755,2.251500,-0.982181,-0.117031,0.261800,1.377460,-0.217464,1.631446,1.248633,-0.201738,0.441043,-0.124844,-0.119405,0.153968,-0.130317
-0.895280,-0.015985,-0.073601,0.764675,-0.536690,0.326626,0.196293,-0.323650,0.148924,0.759640,0.245010,0.374514,0.149812,-0.078836,-0.019447,2.251500,-0.981622,-0.117170,0.261800,1.377748,-0.217880,1.631675,1.248879,-0.201629,0.441354,-0.124779,-0.119210,0.153673,-0.130022
-0.894946,-0.015638,-0.074554,0.765902,-0.536183,0.326080,0.196210,-0.323248,0.148875,0.759815,0.244856,0.375431,0.150057,-0.078487,-0.019113,2.251500,-0.981301,-0.117149,0.261800,1.377925,-0.218385,1.631723,1.249350,-0.201485,0.441593,-0.124619,-0.118835,0.153554,-0.129596
-0.894848,-0.014824,-0.075873,0.766560,-0.535464,0.325579,0.196324,-0.324187,0.148707,0.758752,0.244350,0.376161,0.150442,-0.077327,-0.018320,2.251500,-0.980866,-0.117738,0.261800,1.378243,-0.219315,1.632084,1.249709,-0.201124,0.442538,-0.124411,-0.118571,0.153914,-0.129362
-0.894566,-0.014143,-0.077168,0.767203,-0.534896,0.324962,0.196518,-0.324818,0.148733,0.757999,0.243986,0.377027,0.150779,-0.076326,-0.017868,2.251500,-0.980292,-0.118165,0.261800,1.378577,-0.220100,1.632330,1.249829,-0.200270,0.443450,-0.124207,-0.118496,0.154372,-0.129335
-0.893916,-0.013730,-0.078413,0.767818,-0.534631,0.324110,0.196869,-0.324830,0.149147,0.757866,0.243904,0.378163,0.151024,-0.075644,-0.018096,2.251500,-0.979440,-0.118266,0.261800,1.378944,-0.220597,1.632344,1.249474,-0.198432,0.444293,-0.124010,-0.118798,0.155026,-0.129721
-0.894097,-0.013253,-0.079412,0.768191,-0.534654,0.323048,0.196319,-0.324876,0.149801,0.758310,0.244240,0.379373,0.151291,-0.075591,-0.018075,2.251500,-0.978261,-0.118368,0.261800,1.379614,-0.220711,1.632335,1.249563,-0.197940,0.445215,-0.123708,-0.118702,0.155336,-0.129867
-0.894694,-0.012745,-0.080288,0.768444,-0.534821,0.321879,0.195317,-0.324938,0.150574,0.759044,0.244784,0.380619,0.151570,-0.075852,-0.017929,2.251500,-0.976918,-0.118469,0.261800,1.380436,-0.220635,1.632316,1.249874,-0.198123,0.446177,-0.123353,-0.118407,0.155473,-0.129894
-0.894804,-0.012232,-0.081223,0.769029,-0.534208,0.320690,0.194598,-0.324607,0.150691,0.758231,0.244827,0.381626,0.152423,-0.074317,-0.018086,2.251500,-0.975335,-0.119162,0.261800,1.381077,-0.220978,1.632617,1.250843,-0.198006,0.447065,-0.123356,-0.118273,0.155882,-0.130170
-0.894853,-0.011616,-0.082041,0.769595,-0.533473,0.319689,0.194096,-0.324412,0.150592,0.757237,0.244455,0.382535,0.153499,-0.072972,-0.017913,2.251500,-0.973852,-0.119805,0.261800,1.381598,-0.221297,1.632897,1.251735,-0.197915,0.447810,-0.123388,-0.118073,0.156042,-0.130291
-0.894781,-0.010795,-0.082628,0.770119,-0.532497,0.319062,0.194030,-0.324489,0.150059,0.755883,0.243254,0.383247,0.155018,-0.072004,-0.017083,2.251500,-0.972572,-0.120351,0.261800,1.381883,-0.221571,1.633135,1.252476,-0.197872,0.448269,-0.123477,-0.117739,0.155705,-0.130101
-0.894478,-0.010062,-0.083334,0.770379,-0.532138,0.317941,0.193786,-0.324676,0.149573,0.754303,0.242122,0.384160,0.156253,-0.071121,-0.016589,2.251500,-0.970962,-0.120976,0.261800,1.382434,-0.221870,1.633742,1.253182,-0.197774,0.449157,-0.123761,-0.117748,0.155695,-0.129882
-0.894059,-0.009373,-0.084101,0.770508,-0.532088,0.316571,0.193454,-0.324917,0.149111,0.752610,0.241023,0.385175,0.157345,-0.070281,-0.016264,2.251500,-0.969187,-0.121641,0.261800,1.383117,-0.222182,1.634534,1.253871,-0.197648,0.450260,-0.124142,-0.117929,0.155849,-0.129649
-0.893960,-0.009580,-0.084955,0.771670,-0.532372,0.314799,0.194443,-0.324646,0.149133,0.752714,0.241280,0.386775,0.157774,-0.070135,-0.016117,2.251500,-0.966899,-0.121182,0.261800,1.383999,-0.222284,1.635816,1.254495,-0.197098,0.450987,-0.123999,-0.118041,0.155242,-0.130170
-0.893562,-0.009723,-0.085547,0.772597,-0.532355,0.312487,0.194944,-0.323913,0.149439,0.752938,0.241486,0.389069,0.157676,-0.070021,-0.016049,2.251500,-0.963813,-0.120998,0.261800,1.384798,-0.222171,1.637211,1.255620,-0.195662,0.451266,-0.123786,-0.118061,0.154797,-0.130595
-0.892565,-0.009739,-0.085614,0.773051,-0.531733,0.309096,0.194467,-0.322257,0.150309,0.753399,0.241590,0.392751,0.156521,-0.069971,-0.016141,2.251500,-0.959133,-0.121365,0.261800,1.385431,-0.221631,1.638836,1.257745,-0.192456,0.450649,-0.123434,-0.117896,0.154677,-0.130830
-0.892265,-0.009737,-0.085713,0.773312,-0.531282,0.305841,0.194276,-0.321287,0.150034,0.752509,0.241083,0.395449,0.156179,-0.069349,-0.016218,2.251500,-0.955096,-0.121695,0.261800,1.386561,-0.220937,1.640600,1.258854,-0.191459,0.450708,-0.123059,-0.117879,0.154678,-0.131243
-0.892313,-0.009727,-0.085829,0.773475,-0.530916,0.302655,0.194227,-0.320661,0.149186,0.750944,0.240271,0.397656,0.156243,-0.068443,-0.016288,2.251500,-0.951380,-0.122008,0.261800,1.387939,-0.220168,1.642434,1.259455,-0.191568,0.451104,-0.122674,-0.117936,0.154741,-0.131747
-0.891365,-0.009476,-0.086755,0.773657,-0.530728,0.297901,0.194587,-0.320232,0.150207,0.750218,0.239645,0.402349,0.154666,-0.068389,-0.017044,2.251500,-0.946107,-0.122570,0.261800,1.389853,-0.218978,1.645036,1.261134,-0.190285,0.451369,-0.122272,-0.118110,0.154476,-0.131939
-0.890556,-0.009317,-0.087250,0.773758,-0.530322,0.293155,0.194714,-0.319476,0.150703,0.749373,0.238826,0.406877,0.153489,-0.068291,-0.017418,2.251500,-0.940661,-0.123124,0.261800,1.391547,-0.217918,1.647534,1.262967,-0.189287,0.451399,-0.122109,-0.118286,0.154116,-0.132118
-0.890025,-0.009342,-0.086881,0.773694,-0.529481,0.288421,0.194375,-0.318069,0.150146,0.748291,0.237622,0.411076,0.153108,-0.068102,-0.017029,2.251500,-0.934872,-0.123664,0.261800,1.392804,-0.217119,1.649825,1.265108,-0.188859,0.450959,-0.122424,-0.118466,0.153561,-0.132273
-0.889416,-0.009213,-0.086982,0.773355,-0.529031,0.283143,0.194208,-0.317087,0.149835,0.746892,0.236527,0.415913,0.152252,-0.067724,-0.016740,2.251500,-0.928837,-0.124394,0.261800,1.394517,-0.216403,1.652453,1.267323,-0.188536,0.450971,-0.122398,-0.118729,0.151935,-0.132426
-0.888767,-0.009005,-0.087319,0.772879,-0.528776,0.277593,0.194126,-0.316316,0.149647,0.745333,0.235485,0.421070,0.151158,-0.067253,-0.016502,2.251500,-0.922680,-0.125219,0.261800,1.396458,-0.215730,1.655249,1.269576,-0.188265,0.451209,-0.122202,-0.119033,0.149772,-0.132578
-0.888467,-0.009113,-0.087910,0.773063,-0.528726,0.272716,0.193434,-0.316305,0.150227,0.745696,0.235028,0.426551,0.150268,-0.068355,-0.015687,2.251500,-0.917877,-0.125337,0.261800,1.398456,-0.215263,1.658472,1.270263,-0.187482,0.451905,-0.121089,-0.119324,0.147527,-0.133111
-0.888017,-0.009244,-0.088309,0.773383,-0.528749,0.267460,0.193228,-0.316087,0.150775,0.746190,0.234607,0.432288,0.149201,-0.069201,-0.015063,2.251500,-0.912640,-0.125465,0.261800,1.400512,-0.214895,1.661873,1.271100,-0.186589,0.452353,-0.120017,-0.119674,0.145112,-0.133910
-0.887264,-0.009424,-0.088324,0.773975,-0.528921,0.261447,0.193994,-0.315458,0.151256,0.746948,0.234256,0.438539,0.147781,-0.069530,-0.014822,2.251500,-0.906537,-0.125611,0.261800,1.402684,-0.214729,1.665628,1.272238,-0.185476,0.452308,-0.119027,-0.120143,0.142357,-0.135240
-0.886845,-0.009711,-0.088413,0.773830,-0.529260,0.255593,0.194070,-0.315680,0.151123,0.746675,0.233690,0.443914,0.147308,-0.069229,-0.014532,2.251500,-0.901164,-0.125749,0.261800,1.405310,-0.214901,1.670257,1.273057,-0.184381,0.452633,-0.117625,-0.120276,0.140715,-0.135848
-0.886591,-0.010053,-0.088539,0.773316,-0.529683,0.249818,0.193800,-0.316327,0.150683,0.745885,0.233015,0.448852,0.147309,-0.068612,-0.014216,2.251500,-0.896157,-0.125882,0.261800,1.408164,-0.215242,1.675323,1.273717,-0.183296,0.453143,-0.116015,-0.120242,0.139631,-0.136095
